"Term"	"Ont"	"N"	"DE"	"P.DE"
"GO:0120162"	"positive regulation of cold-induced thermogenesis"	"BP"	67	20	0.00325705141062499
"GO:0031589"	"cell-substrate adhesion"	"BP"	230	53	0.00326260608170665
"GO:0035265"	"organ growth"	"BP"	114	30	0.00328020519278266
"GO:0030855"	"epithelial cell differentiation"	"BP"	428	90	0.00329897158921893
"GO:0030198"	"extracellular matrix organization"	"BP"	189	45	0.00334784039440725
"GO:2001251"	"negative regulation of chromosome organization"	"BP"	129	33	0.003445468026766
"GO:1901796"	"regulation of signal transduction by p53 class mediator"	"BP"	164	40	0.0034952836865378
"GO:0009628"	"response to abiotic stimulus"	"BP"	889	172	0.00353633301311428
"GO:0032504"	"multicellular organism reproduction"	"BP"	484	100	0.00355432547516405
"GO:0007292"	"female gamete generation"	"BP"	86	24	0.00360200554762434
"GO:0016043"	"cellular component organization"	"BP"	4730	813	0.00360870628224684
"GO:0007141"	"male meiosis I"	"BP"	11	6	0.0037423130055903
"GO:0001977"	"renal system process involved in regulation of blood volume"	"BP"	11	6	0.0037423130055903
"GO:0032026"	"response to magnesium ion"	"BP"	11	6	0.0037423130055903
"GO:0007399"	"nervous system development"	"BP"	1517	280	0.00379991079643064
"GO:0097327"	"response to antineoplastic agent"	"BP"	77	22	0.00380202038301387
"GO:0015711"	"organic anion transport"	"BP"	311	68	0.00382617993337033
"GO:0003149"	"membranous septum morphogenesis"	"BP"	8	5	0.00384579267897692
"GO:0031915"	"positive regulation of synaptic plasticity"	"BP"	8	5	0.00384579267897692
"GO:0046602"	"regulation of mitotic centrosome separation"	"BP"	8	5	0.00384579267897692
"GO:0072718"	"response to cisplatin"	"BP"	8	5	0.00384579267897692
"GO:0055015"	"ventricular cardiac muscle cell development"	"BP"	8	5	0.00384579267897692
"GO:0006096"	"glycolytic process"	"BP"	96	26	0.00392382827411601
"GO:0001764"	"neuron migration"	"BP"	96	26	0.00392382827411601
"GO:0001944"	"vasculature development"	"BP"	469	97	0.00392470625746472
"GO:0001568"	"blood vessel development"	"BP"	447	93	0.0039260491036852
"GO:0007600"	"sensory perception"	"BP"	227	52	0.00402760965490173
"GO:0019320"	"hexose catabolic process"	"BP"	46	15	0.00409623548475638
"GO:0035787"	"cell migration involved in kidney development"	"BP"	3	3	0.00411042108317007
"GO:0006203"	"dGTP catabolic process"	"BP"	3	3	0.00411042108317007
"GO:0071163"	"DNA replication preinitiation complex assembly"	"BP"	3	3	0.00411042108317007
"GO:0033504"	"floor plate development"	"BP"	3	3	0.00411042108317007
"GO:0008315"	"G2/MI transition of meiotic cell cycle"	"BP"	3	3	0.00411042108317007
"GO:0006272"	"leading strand elongation"	"BP"	3	3	0.00411042108317007
"GO:0016129"	"phytosteroid biosynthetic process"	"BP"	3	3	0.00411042108317007
"GO:0016128"	"phytosteroid metabolic process"	"BP"	3	3	0.00411042108317007
"GO:0110032"	"positive regulation of G2/MI transition of meiotic cell cycle"	"BP"	3	3	0.00411042108317007
"GO:1901321"	"positive regulation of heart induction"	"BP"	3	3	0.00411042108317007
"GO:1901995"	"positive regulation of meiotic cell cycle phase transition"	"BP"	3	3	0.00411042108317007
"GO:0110030"	"regulation of G2/MI transition of meiotic cell cycle"	"BP"	3	3	0.00411042108317007
"GO:0090381"	"regulation of heart induction"	"BP"	3	3	0.00411042108317007
"GO:0044691"	"tooth eruption"	"BP"	3	3	0.00411042108317007
"GO:0052697"	"xenobiotic glucuronidation"	"BP"	3	3	0.00411042108317007
"GO:0008283"	"cell proliferation"	"BP"	1274	238	0.00418680844839988
"GO:0007416"	"synapse assembly"	"BP"	87	24	0.00423447662196236
"GO:0045471"	"response to ethanol"	"BP"	73	21	0.0042390055343554
"GO:0007420"	"brain development"	"BP"	476	98	0.00431654953058656
"GO:0048477"	"oogenesis"	"BP"	55	17	0.00433366546050715
"GO:0046605"	"regulation of centrosome cycle"	"BP"	55	17	0.00433366546050715
"GO:0098773"	"skin epidermis development"	"BP"	64	19	0.0043572677535203
"GO:0061138"	"morphogenesis of a branching epithelium"	"BP"	121	31	0.00438341780330035
"GO:0008584"	"male gonad development"	"BP"	92	25	0.00441046078949368
"GO:0050793"	"regulation of developmental process"	"BP"	1686	308	0.00441668877783287
"GO:0001763"	"morphogenesis of a branching structure"	"BP"	131	33	0.00445613154973632
"GO:0034502"	"protein localization to chromosome"	"BP"	78	22	0.00451107554714171
"GO:0006757"	"ATP generation from ADP"	"BP"	97	26	0.00456137987993409
"GO:0033554"	"cellular response to stress"	"BP"	1717	313	0.00464533113592622
"GO:0007218"	"neuropeptide signaling pathway"	"BP"	22	9	0.00465549303949939
"GO:0031100"	"animal organ regeneration"	"BP"	51	16	0.00473254831034487
"GO:0042304"	"regulation of fatty acid biosynthetic process"	"BP"	34	12	0.00482079675241379
"GO:0032467"	"positive regulation of cytokinesis"	"BP"	26	10	0.00489189560988755
"GO:0048568"	"embryonic organ development"	"BP"	277	61	0.0050365249003682
"GO:0003006"	"developmental process involved in reproduction"	"BP"	418	87	0.00510514503034669
"GO:0046546"	"development of primary male sexual characteristics"	"BP"	93	25	0.00513426637978993
"GO:0060445"	"branching involved in salivary gland morphogenesis"	"BP"	15	7	0.00525367612666463
"GO:0030397"	"membrane disassembly"	"BP"	15	7	0.00525367612666463
"GO:0051081"	"nuclear envelope disassembly"	"BP"	15	7	0.00525367612666463
"GO:0007417"	"central nervous system development"	"BP"	619	123	0.00530959231445072
"GO:0016052"	"carbohydrate catabolic process"	"BP"	163	39	0.00550999656954519
"GO:0007080"	"mitotic metaphase plate congression"	"BP"	43	14	0.00555002135678136
"GO:0009411"	"response to UV"	"BP"	128	32	0.005699655658802
"GO:0022610"	"biological adhesion"	"BP"	785	152	0.00575107278228891
"GO:0042769"	"DNA damage response, detection of DNA damage"	"BP"	39	13	0.00593985293570968
"GO:0002377"	"immunoglobulin production"	"BP"	75	21	0.00597086480148768
"GO:0019217"	"regulation of fatty acid metabolic process"	"BP"	66	19	0.00629034003473859
"GO:0006936"	"muscle contraction"	"BP"	190	44	0.00629102134644648
"GO:0030031"	"cell projection assembly"	"BP"	449	92	0.00637204286325923
"GO:0031573"	"intra-S DNA damage checkpoint"	"BP"	12	6	0.0064766312589885
"GO:2000105"	"positive regulation of DNA-dependent DNA replication"	"BP"	12	6	0.0064766312589885
"GO:0051988"	"regulation of attachment of spindle microtubules to kinetochore"	"BP"	12	6	0.0064766312589885
"GO:0007050"	"cell cycle arrest"	"BP"	206	47	0.00652200166602176
"GO:0061615"	"glycolytic process through fructose-6-phosphate"	"BP"	23	9	0.00657639041779359
"GO:0061620"	"glycolytic process through glucose-6-phosphate"	"BP"	23	9	0.00657639041779359
"GO:0010259"	"multicellular organism aging"	"BP"	23	9	0.00657639041779359
"GO:0044818"	"mitotic G2/M transition checkpoint"	"BP"	27	10	0.00667146622963562
"GO:0051984"	"positive regulation of chromosome segregation"	"BP"	27	10	0.00667146622963562
"GO:1900449"	"regulation of glutamate receptor signaling pathway"	"BP"	27	10	0.00667146622963562
"GO:0044703"	"multi-organism reproductive process"	"BP"	567	113	0.00669435843341542
"GO:0048562"	"embryonic organ morphogenesis"	"BP"	170	40	0.00672868971888182
"GO:0043588"	"skin development"	"BP"	196	45	0.0068004887121248
"GO:0050808"	"synapse organization"	"BP"	233	52	0.00694775005700902
"GO:0044281"	"small molecule metabolic process"	"BP"	1617	294	0.00700140700928468
"GO:0031571"	"mitotic G1 DNA damage checkpoint"	"BP"	62	18	0.00701348114822781
"GO:0044819"	"mitotic G1/S transition checkpoint"	"BP"	62	18	0.00701348114822781
"GO:0046890"	"regulation of lipid biosynthetic process"	"BP"	140	34	0.00719710692945678
"GO:0072525"	"pyridine-containing compound biosynthetic process"	"BP"	120	30	0.00727031727097457
"GO:0043583"	"ear development"	"BP"	125	31	0.00727733529330861
"GO:0019318"	"hexose metabolic process"	"BP"	202	46	0.00732016664824543
"GO:0007276"	"gamete generation"	"BP"	396	82	0.00733753630414526
"GO:0000915"	"actomyosin contractile ring assembly"	"BP"	6	4	0.00751074485792402
"GO:0000912"	"assembly of actomyosin apparatus involved in cytokinesis"	"BP"	6	4	0.00751074485792402
"GO:0030002"	"cellular anion homeostasis"	"BP"	6	4	0.00751074485792402
"GO:0030320"	"cellular monovalent inorganic anion homeostasis"	"BP"	6	4	0.00751074485792402
"GO:0098976"	"excitatory chemical synaptic transmission"	"BP"	6	4	0.00751074485792402
"GO:0007144"	"female meiosis I"	"BP"	6	4	0.00751074485792402
"GO:0042167"	"heme catabolic process"	"BP"	6	4	0.00751074485792402
"GO:0048671"	"negative regulation of collateral sprouting"	"BP"	6	4	0.00751074485792402
"GO:0007158"	"neuron cell-cell adhesion"	"BP"	6	4	0.00751074485792402
"GO:0046149"	"pigment catabolic process"	"BP"	6	4	0.00751074485792402
"GO:0006787"	"porphyrin-containing compound catabolic process"	"BP"	6	4	0.00751074485792402
"GO:0031652"	"positive regulation of heat generation"	"BP"	6	4	0.00751074485792402
"GO:0097104"	"postsynaptic membrane assembly"	"BP"	6	4	0.00751074485792402
"GO:0033015"	"tetrapyrrole catabolic process"	"BP"	6	4	0.00751074485792402
"GO:0009157"	"deoxyribonucleoside monophosphate biosynthetic process"	"BP"	9	5	0.00751521429893563
"GO:0035404"	"histone-serine phosphorylation"	"BP"	9	5	0.00751521429893563
"GO:0098856"	"intestinal lipid absorption"	"BP"	9	5	0.00751521429893563
"GO:0033314"	"mitotic DNA replication checkpoint"	"BP"	9	5	0.00751521429893563
"GO:1903726"	"negative regulation of phospholipid metabolic process"	"BP"	9	5	0.00751521429893563
"GO:1901978"	"positive regulation of cell cycle checkpoint"	"BP"	9	5	0.00751521429893563
"GO:0048478"	"replication fork protection"	"BP"	9	5	0.00751521429893563
"GO:0051255"	"spindle midzone assembly"	"BP"	9	5	0.00751521429893563
"GO:0035999"	"tetrahydrofolate interconversion"	"BP"	9	5	0.00751521429893563
"GO:0001935"	"endothelial cell proliferation"	"BP"	86	23	0.00756611456650723
"GO:0006720"	"isoprenoid metabolic process"	"BP"	86	23	0.00756611456650723
"GO:0070507"	"regulation of microtubule cytoskeleton organization"	"BP"	161	38	0.00769112702014801
"GO:0060322"	"head development"	"BP"	508	102	0.00778073171491141
"GO:0055013"	"cardiac muscle cell development"	"BP"	49	15	0.00787758390360054
"GO:0031644"	"regulation of neurological system process"	"BP"	72	20	0.00789995063176074
"GO:0007626"	"locomotory behavior"	"BP"	101	26	0.00804067840111028
"GO:0030318"	"melanocyte differentiation"	"BP"	16	7	0.00806287127026146
"GO:0007155"	"cell adhesion"	"BP"	781	150	0.00814726535465944
"GO:0001659"	"temperature homeostasis"	"BP"	116	29	0.00821531477908849
"GO:0001936"	"regulation of endothelial cell proliferation"	"BP"	77	21	0.00824493705967005
"GO:0044783"	"G1 DNA damage checkpoint"	"BP"	63	18	0.00838180041992259
"GO:0045740"	"positive regulation of DNA replication"	"BP"	32	11	0.00855987314431193
"GO:0006575"	"cellular modified amino acid metabolic process"	"BP"	157	37	0.00866685648641534
"GO:0055006"	"cardiac cell development"	"BP"	54	16	0.00867869413326717
"GO:0048103"	"somatic stem cell division"	"BP"	20	8	0.00883331051118322
"GO:2000779"	"regulation of double-strand break repair"	"BP"	68	19	0.00887069874846139
"GO:0015850"	"organic hydroxy compound transport"	"BP"	147	35	0.00890470221723737
"GO:0060271"	"cilium assembly"	"BP"	295	63	0.00890919976580972
"GO:0015698"	"inorganic anion transport"	"BP"	92	24	0.00894711530318358
"GO:2001021"	"negative regulation of response to DNA damage stimulus"	"BP"	73	20	0.00928143934776275
"GO:0034446"	"substrate adhesion-dependent cell spreading"	"BP"	73	20	0.00928143934776275
"GO:0019359"	"nicotinamide nucleotide biosynthetic process"	"BP"	117	29	0.00929269594691804
"GO:0019363"	"pyridine nucleotide biosynthetic process"	"BP"	117	29	0.00929269594691804
"GO:0051093"	"negative regulation of developmental process"	"BP"	596	117	0.00943691071087464
"GO:0050678"	"regulation of epithelial cell proliferation"	"BP"	226	50	0.00947914069268587
"GO:2000026"	"regulation of multicellular organismal development"	"BP"	1314	241	0.00962412089753011
"GO:0006338"	"chromatin remodeling"	"BP"	153	36	0.00976818790605922
"GO:0001657"	"ureteric bud development"	"BP"	64	18	0.0099566175502539
"GO:0044057"	"regulation of system process"	"BP"	313	66	0.0100826601107531
"GO:0044282"	"small molecule catabolic process"	"BP"	346	72	0.0102065377547814
"GO:0030902"	"hindbrain development"	"BP"	93	24	0.0102733236243639
"GO:0061351"	"neural precursor cell proliferation"	"BP"	93	24	0.0102733236243639
"GO:0035690"	"cellular response to drug"	"BP"	270	58	0.0103868945431462
"GO:0006525"	"arginine metabolic process"	"BP"	13	6	0.0104143191999312
"GO:0008340"	"determination of adult lifespan"	"BP"	13	6	0.0104143191999312
"GO:0007100"	"mitotic centrosome separation"	"BP"	13	6	0.0104143191999312
"GO:0001759"	"organ induction"	"BP"	13	6	0.0104143191999312
"GO:0090266"	"regulation of mitotic cell cycle spindle assembly checkpoint"	"BP"	13	6	0.0104143191999312
"GO:1903504"	"regulation of mitotic spindle checkpoint"	"BP"	13	6	0.0104143191999312
"GO:0090231"	"regulation of spindle checkpoint"	"BP"	13	6	0.0104143191999312
"GO:0072425"	"signal transduction involved in G2 DNA damage checkpoint"	"BP"	13	6	0.0104143191999312
"GO:0046717"	"acid secretion"	"BP"	69	19	0.0104475320766718
"GO:0006721"	"terpenoid metabolic process"	"BP"	69	19	0.0104475320766718
"GO:0006977"	"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest"	"BP"	55	16	0.0104612699990148
"GO:0033865"	"nucleoside bisphosphate metabolic process"	"BP"	113	28	0.0105068026105651
"GO:0034032"	"purine nucleoside bisphosphate metabolic process"	"BP"	113	28	0.0105068026105651
"GO:0033875"	"ribonucleoside bisphosphate metabolic process"	"BP"	113	28	0.0105068026105651
"GO:0120031"	"plasma membrane bounded cell projection assembly"	"BP"	441	89	0.0107905438110384
"GO:1901293"	"nucleoside phosphate biosynthetic process"	"BP"	314	66	0.0108207163101681
"GO:0042633"	"hair cycle"	"BP"	74	20	0.0108509066360873
"GO:0042303"	"molting cycle"	"BP"	74	20	0.0108509066360873
"GO:0006869"	"lipid transport"	"BP"	244	53	0.0111556717638872
"GO:0022600"	"digestive system process"	"BP"	60	17	0.0111693850600773
"GO:0097164"	"ammonium ion metabolic process"	"BP"	139	33	0.0113356051411063
"GO:0051053"	"negative regulation of DNA metabolic process"	"BP"	134	32	0.0114777429869807
"GO:0007548"	"sex differentiation"	"BP"	165	38	0.0115408249575302
"GO:0061640"	"cytoskeleton-dependent cytokinesis"	"BP"	89	23	0.0116194981392142
"GO:0072006"	"nephron development"	"BP"	89	23	0.0116194981392142
"GO:0060351"	"cartilage development involved in endochondral bone morphogenesis"	"BP"	29	10	0.011691025213469
"GO:0031572"	"G2 DNA damage checkpoint"	"BP"	29	10	0.011691025213469
"GO:0051703"	"intraspecies interaction between organisms"	"BP"	29	10	0.011691025213469
"GO:0035176"	"social behavior"	"BP"	29	10	0.011691025213469
"GO:0021675"	"nerve development"	"BP"	42	13	0.0117216332319498
"GO:0072073"	"kidney epithelium development"	"BP"	94	24	0.0117541504339091
"GO:0072163"	"mesonephric epithelium development"	"BP"	65	18	0.0117586638496737
"GO:0072164"	"mesonephric tubule development"	"BP"	65	18	0.0117586638496737
"GO:0036315"	"cellular response to sterol"	"BP"	17	7	0.011838810710644
"GO:0001539"	"cilium or flagellum-dependent cell motility"	"BP"	17	7	0.011838810710644
"GO:0060285"	"cilium-dependent cell motility"	"BP"	17	7	0.011838810710644
"GO:0009200"	"deoxyribonucleoside triphosphate metabolic process"	"BP"	17	7	0.011838810710644
"GO:0009135"	"purine nucleoside diphosphate metabolic process"	"BP"	114	28	0.0118543926755087
"GO:0009179"	"purine ribonucleoside diphosphate metabolic process"	"BP"	114	28	0.0118543926755087
"GO:0046661"	"male sex differentiation"	"BP"	104	26	0.0118810427754274
"GO:0003416"	"endochondral bone growth"	"BP"	25	9	0.0121694181940993
"GO:0008299"	"isoprenoid biosynthetic process"	"BP"	25	9	0.0121694181940993
"GO:0006312"	"mitotic recombination"	"BP"	21	8	0.0122996239570323
"GO:1902400"	"intracellular signal transduction involved in G1 DNA damage checkpoint"	"BP"	56	16	0.0125208673325078
"GO:0001578"	"microtubule bundle formation"	"BP"	56	16	0.0125208673325078
"GO:0046365"	"monosaccharide catabolic process"	"BP"	56	16	0.0125208673325078
"GO:0072431"	"signal transduction involved in mitotic G1 DNA damage checkpoint"	"BP"	56	16	0.0125208673325078
"GO:0006631"	"fatty acid metabolic process"	"BP"	278	59	0.0126035637018865
"GO:0009165"	"nucleotide biosynthetic process"	"BP"	311	65	0.0128476043347801
"GO:0050673"	"epithelial cell proliferation"	"BP"	262	56	0.0128569403211179
"GO:0086014"	"atrial cardiac muscle cell action potential"	"BP"	10	5	0.0130634997512419
"GO:0086066"	"atrial cardiac muscle cell to AV node cell communication"	"BP"	10	5	0.0130634997512419
"GO:0086026"	"atrial cardiac muscle cell to AV node cell signaling"	"BP"	10	5	0.0130634997512419
"GO:0021533"	"cell differentiation in hindbrain"	"BP"	10	5	0.0130634997512419
"GO:0071361"	"cellular response to ethanol"	"BP"	10	5	0.0130634997512419
"GO:0060294"	"cilium movement involved in cell motility"	"BP"	10	5	0.0130634997512419
"GO:0003094"	"glomerular filtration"	"BP"	10	5	0.0130634997512419
"GO:0031581"	"hemidesmosome assembly"	"BP"	10	5	0.0130634997512419
"GO:0006563"	"L-serine metabolic process"	"BP"	10	5	0.0130634997512419
"GO:0043651"	"linoleic acid metabolic process"	"BP"	10	5	0.0130634997512419
"GO:0032875"	"regulation of DNA endoreduplication"	"BP"	10	5	0.0130634997512419
"GO:0005975"	"carbohydrate metabolic process"	"BP"	478	95	0.0130903810797426
"GO:0048514"	"blood vessel morphogenesis"	"BP"	383	78	0.0130996990540802
"GO:0031099"	"regeneration"	"BP"	125	30	0.0131102347165074
"GO:0042471"	"ear morphogenesis"	"BP"	61	17	0.0132316776973275
"GO:0008284"	"positive regulation of cell proliferation"	"BP"	546	107	0.0132744026515732
"GO:0048589"	"developmental growth"	"BP"	439	88	0.0132941230365176
"GO:0006165"	"nucleoside diphosphate phosphorylation"	"BP"	110	27	0.0134106566184758
"GO:0048754"	"branching morphogenesis of an epithelial tube"	"BP"	100	25	0.0134478066941111
"GO:0106106"	"cold-induced thermogenesis"	"BP"	100	25	0.0134478066941111
"GO:0120161"	"regulation of cold-induced thermogenesis"	"BP"	100	25	0.0134478066941111
"GO:0046031"	"ADP metabolic process"	"BP"	105	26	0.0134488044144085
"GO:0071897"	"DNA biosynthetic process"	"BP"	172	39	0.0136736343537319
