"Term"	"Ont"	"N"	"DE"	"P.DE"
"GO:0007187"	"G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger"	"BP"	107	36	0.000125209602663723
"GO:0060402"	"calcium ion transport into cytosol"	"BP"	111	37	0.000126303199319809
"GO:0019935"	"cyclic-nucleotide-mediated signaling"	"BP"	111	37	0.000126303199319809
"GO:0046903"	"secretion"	"BP"	1229	276	0.000128635224911844
"GO:0002768"	"immune response-regulating cell surface receptor signaling pathway"	"BP"	339	90	0.000131318833270551
"GO:0090150"	"establishment of protein localization to membrane"	"BP"	290	79	0.000135510703312234
"GO:0044283"	"small molecule biosynthetic process"	"BP"	656	158	0.000140447890002016
"GO:0007507"	"heart development"	"BP"	436	111	0.000147722923125994
"GO:0051282"	"regulation of sequestering of calcium ion"	"BP"	96	33	0.000148521156217249
"GO:0046209"	"nitric oxide metabolic process"	"BP"	62	24	0.000149185472712036
"GO:0099024"	"plasma membrane invagination"	"BP"	62	24	0.000149185472712036
"GO:0016064"	"immunoglobulin mediated immune response"	"BP"	108	36	0.000154874802803505
"GO:1903317"	"regulation of protein maturation"	"BP"	108	36	0.000154874802803505
"GO:0051234"	"establishment of localization"	"BP"	3945	804	0.00015572640751065
"GO:0061440"	"kidney vasculature development"	"BP"	22	12	0.000157202543970186
"GO:0061437"	"renal system vasculature development"	"BP"	22	12	0.000157202543970186
"GO:0022898"	"regulation of transmembrane transporter activity"	"BP"	157	48	0.000157255466150518
"GO:1900274"	"regulation of phospholipase C activity"	"BP"	25	13	0.000158637874250288
"GO:0014910"	"regulation of smooth muscle cell migration"	"BP"	55	22	0.000158992846489032
"GO:0120039"	"plasma membrane bounded cell projection morphogenesis"	"BP"	479	120	0.000166630926037134
"GO:0030900"	"forebrain development"	"BP"	252	70	0.000169951967790783
"GO:0070588"	"calcium ion transmembrane transport"	"BP"	200	58	0.000174283777506635
"GO:0048666"	"neuron development"	"BP"	774	182	0.000175830627200086
"GO:0072593"	"reactive oxygen species metabolic process"	"BP"	213	61	0.000176088631621485
"GO:0007229"	"integrin-mediated signaling pathway"	"BP"	89	31	0.000177336565767758
"GO:0009987"	"cellular process"	"BP"	11145	2122	0.00018544789524992
"GO:0014066"	"regulation of phosphatidylinositol 3-kinase signaling"	"BP"	97	33	0.000185718908326682
"GO:0071495"	"cellular response to endogenous stimulus"	"BP"	1034	235	0.000198355323373698
"GO:0001570"	"vasculogenesis"	"BP"	63	24	0.000199229586086223
"GO:1904814"	"regulation of protein localization to chromosome, telomeric region"	"BP"	14	9	0.000201145632262464
"GO:0006874"	"cellular calcium ion homeostasis"	"BP"	280	76	0.000203383716901607
"GO:0048545"	"response to steroid hormone"	"BP"	289	78	0.000205259910191304
"GO:0071902"	"positive regulation of protein serine/threonine kinase activity"	"BP"	267	73	0.000211920174109507
"GO:0002764"	"immune response-regulating signaling pathway"	"BP"	477	119	0.00021234375201692
"GO:0070972"	"protein localization to endoplasmic reticulum"	"BP"	134	42	0.000217286204475184
"GO:0048858"	"cell projection morphogenesis"	"BP"	482	120	0.000218773602906403
"GO:0009719"	"response to endogenous stimulus"	"BP"	1229	274	0.000226271919748242
"GO:0043534"	"blood vessel endothelial cell migration"	"BP"	98	33	0.00023103600270794
"GO:0045596"	"negative regulation of cell differentiation"	"BP"	492	122	0.00023175018506897
"GO:0042136"	"neurotransmitter biosynthetic process"	"BP"	71	26	0.000232188891577663
"GO:0031960"	"response to corticosteroid"	"BP"	114	37	0.000232765872403186
"GO:0050921"	"positive regulation of chemotaxis"	"BP"	102	34	0.000233036505485753
"GO:0099550"	"trans-synaptic signaling, modulating synaptic transmission"	"BP"	7	6	0.000233127591035798
"GO:0019724"	"B cell mediated immunity"	"BP"	110	36	0.000233797962104212
"GO:0001935"	"endothelial cell proliferation"	"BP"	110	36	0.000233797962104212
"GO:0035637"	"multicellular organismal signaling"	"BP"	110	36	0.000233797962104212
"GO:0070613"	"regulation of protein processing"	"BP"	106	35	0.000233922361576747
"GO:0032409"	"regulation of transporter activity"	"BP"	168	50	0.000240480788987267
"GO:1904018"	"positive regulation of vasculature development"	"BP"	147	45	0.000240603437828926
"GO:0051591"	"response to cAMP"	"BP"	75	27	0.000245621978602924
"GO:1905114"	"cell surface receptor signaling pathway involved in cell-cell signaling"	"BP"	474	118	0.00024678338884519
"GO:0071677"	"positive regulation of mononuclear cell migration"	"BP"	17	10	0.000247874249490633
"GO:0055065"	"metal ion homeostasis"	"BP"	428	108	0.000259404540145246
"GO:0021510"	"spinal cord development"	"BP"	53	21	0.000260401152954846
"GO:0060536"	"cartilage morphogenesis"	"BP"	20	11	0.000270253847074766
"GO:1902692"	"regulation of neuroblast proliferation"	"BP"	20	11	0.000270253847074766
"GO:0032956"	"regulation of actin cytoskeleton organization"	"BP"	278	75	0.000272937587069325
"GO:0035909"	"aorta morphogenesis"	"BP"	23	12	0.000273587215416369
"GO:0010863"	"positive regulation of phospholipase C activity"	"BP"	23	12	0.000273587215416369
"GO:0010595"	"positive regulation of endothelial cell migration"	"BP"	87	30	0.000273864122694445
"GO:0009615"	"response to virus"	"BP"	256	70	0.000281823335809363
"GO:0009893"	"positive regulation of metabolic process"	"BP"	2766	575	0.000283973719371508
"GO:0055002"	"striated muscle cell development"	"BP"	111	36	0.000285395448240727
"GO:0051208"	"sequestering of calcium ion"	"BP"	99	33	0.000285967826749955
"GO:0051384"	"response to glucocorticoid"	"BP"	103	34	0.000287004159937852
"GO:0007163"	"establishment or maintenance of cell polarity"	"BP"	182	53	0.000290044461661101
"GO:0006809"	"nitric oxide biosynthetic process"	"BP"	57	22	0.000291908347077654
"GO:0098542"	"defense response to other organism"	"BP"	329	86	0.000319261707878908
"GO:0007160"	"cell-matrix adhesion"	"BP"	187	54	0.000321748648836368
"GO:0072507"	"divalent inorganic cation homeostasis"	"BP"	320	84	0.000322158549716456
"GO:0048638"	"regulation of developmental growth"	"BP"	235	65	0.000324127423013077
"GO:0002429"	"immune response-activating cell surface receptor signaling pathway"	"BP"	311	82	0.000324362308395996
"GO:1901361"	"organic cyclic compound catabolic process"	"BP"	653	155	0.000334500207792651
"GO:0060429"	"epithelium development"	"BP"	837	193	0.000340747574680835
"GO:0002576"	"platelet degranulation"	"BP"	112	36	0.000346919036802568
"GO:0051209"	"release of sequestered calcium ion into cytosol"	"BP"	92	31	0.000348038024039892
"GO:0002040"	"sprouting angiogenesis"	"BP"	96	32	0.000351024116244989
"GO:0046683"	"response to organophosphorus"	"BP"	100	33	0.0003522286879395
"GO:0045860"	"positive regulation of protein kinase activity"	"BP"	422	106	0.000352743530077884
"GO:0098655"	"cation transmembrane transport"	"BP"	511	125	0.000353625498941607
"GO:0043406"	"positive regulation of MAP kinase activity"	"BP"	205	58	0.000354253834680253
"GO:0010720"	"positive regulation of cell development"	"BP"	385	98	0.000354318308204406
"GO:0071396"	"cellular response to lipid"	"BP"	455	113	0.000364661538908495
"GO:0033674"	"positive regulation of kinase activity"	"BP"	455	113	0.000364661538908495
"GO:0099175"	"regulation of postsynapse organization"	"BP"	69	25	0.000367235193941785
"GO:0040007"	"growth"	"BP"	746	174	0.000371218264102314
"GO:0010604"	"positive regulation of macromolecule metabolic process"	"BP"	2561	534	0.000373025847111354
"GO:0038084"	"vascular endothelial growth factor signaling pathway"	"BP"	30	14	0.0003832639420185
"GO:0050727"	"regulation of inflammatory response"	"BP"	295	78	0.00040857767924341
"GO:0061337"	"cardiac conduction"	"BP"	81	28	0.000412356127682127
"GO:0014706"	"striated muscle tissue development"	"BP"	255	69	0.000428722865152155
"GO:1904064"	"positive regulation of cation transmembrane transport"	"BP"	93	31	0.000431016043711972
"GO:0007188"	"adenylate cyclase-modulating G protein-coupled receptor signaling pathway"	"BP"	101	33	0.000431773830808708
"GO:0071407"	"cellular response to organic cyclic compound"	"BP"	429	107	0.000437304100187329
"GO:0006468"	"protein phosphorylation"	"BP"	1482	322	0.000440934685697826
"GO:0002521"	"leukocyte differentiation"	"BP"	392	99	0.000445238495284175
"GO:0003433"	"chondrocyte development involved in endochondral bone morphogenesis"	"BP"	18	10	0.000465502142754443
"GO:0032959"	"inositol trisphosphate biosynthetic process"	"BP"	18	10	0.000465502142754443
"GO:0006612"	"protein targeting to membrane"	"BP"	177	51	0.0004915792836125
"GO:0035023"	"regulation of Rho protein signal transduction"	"BP"	118	37	0.000496781411909757
"GO:0032990"	"cell part morphogenesis"	"BP"	501	122	0.000500124323579516
"GO:0010518"	"positive regulation of phospholipase activity"	"BP"	34	15	0.00050639678256894
"GO:0045428"	"regulation of nitric oxide biosynthetic process"	"BP"	48	19	0.000512536570156364
"GO:0072672"	"neutrophil extravasation"	"BP"	10	7	0.000517255167885087
"GO:1901841"	"regulation of high voltage-gated calcium channel activity"	"BP"	10	7	0.000517255167885087
"GO:1904526"	"regulation of microtubule binding"	"BP"	10	7	0.000517255167885087
"GO:0030856"	"regulation of epithelial cell differentiation"	"BP"	102	33	0.000526822116832734
"GO:0007423"	"sensory organ development"	"BP"	343	88	0.000528059448091193
"GO:0002062"	"chondrocyte differentiation"	"BP"	90	30	0.000529416777884124
"GO:0045664"	"regulation of neuron differentiation"	"BP"	464	114	0.000531185655274103
"GO:0002757"	"immune response-activating signal transduction"	"BP"	450	111	0.000535482677974946
"GO:0090257"	"regulation of muscle system process"	"BP"	169	49	0.000537045412646946
"GO:0007015"	"actin filament organization"	"BP"	325	84	0.000546395106000962
"GO:0045582"	"positive regulation of T cell differentiation"	"BP"	63	23	0.000549030181336415
"GO:1902105"	"regulation of leukocyte differentiation"	"BP"	204	57	0.000557726930610146
"GO:0043085"	"positive regulation of catalytic activity"	"BP"	1161	257	0.000560723655690113
"GO:0034655"	"nucleobase-containing compound catabolic process"	"BP"	574	137	0.000572730416418318
"GO:0021545"	"cranial nerve development"	"BP"	31	14	0.000580924729617261
"GO:0031111"	"negative regulation of microtubule polymerization or depolymerization"	"BP"	31	14	0.000580924729617261
"GO:1904951"	"positive regulation of establishment of protein localization"	"BP"	358	91	0.000593656300189271
"GO:0007266"	"Rho protein signal transduction"	"BP"	174	50	0.000594137531843262
"GO:0014065"	"phosphatidylinositol 3-kinase signaling"	"BP"	115	36	0.000608170143843116
"GO:0035924"	"cellular response to vascular endothelial growth factor stimulus"	"BP"	45	18	0.000615928362479164
"GO:0010517"	"regulation of phospholipase activity"	"BP"	45	18	0.000615928362479164
"GO:0002449"	"lymphocyte mediated immunity"	"BP"	196	55	0.000616949288008539
"GO:0032940"	"secretion by cell"	"BP"	1138	252	0.000621132351861353
"GO:0070371"	"ERK1 and ERK2 cascade"	"BP"	227	62	0.000629054732552169
"GO:0007186"	"G protein-coupled receptor signaling pathway"	"BP"	452	111	0.000636163457239616
"GO:0050801"	"ion homeostasis"	"BP"	542	130	0.0006377766688977
"GO:0070848"	"response to growth factor"	"BP"	542	130	0.0006377766688977
"GO:0016358"	"dendrite development"	"BP"	179	51	0.000653753688509538
"GO:0019439"	"aromatic compound catabolic process"	"BP"	629	148	0.00067564499246861
"GO:0044270"	"cellular nitrogen compound catabolic process"	"BP"	615	145	0.000697174449029902
"GO:0046394"	"carboxylic acid biosynthetic process"	"BP"	369	93	0.000701653582690946
"GO:0002052"	"positive regulation of neuroblast proliferation"	"BP"	13	8	0.000710791043534178
"GO:0048839"	"inner ear development"	"BP"	116	36	0.000727618910892124
"GO:2000648"	"positive regulation of stem cell proliferation"	"BP"	25	12	0.000729670546440432
"GO:0071363"	"cellular response to growth factor stimulus"	"BP"	520	125	0.000734452632795244
"GO:0098868"	"bone growth"	"BP"	35	15	0.000736172081725777
"GO:0060976"	"coronary vasculature development"	"BP"	42	17	0.000738175795690783
"GO:0033002"	"muscle cell proliferation"	"BP"	154	45	0.00073965314129207
"GO:0002690"	"positive regulation of leukocyte chemotaxis"	"BP"	68	24	0.000739850267514719
"GO:0071216"	"cellular response to biotic stimulus"	"BP"	180	51	0.000751466328143252
"GO:0048871"	"multicellular organismal homeostasis"	"BP"	342	87	0.000754304086858307
"GO:0042133"	"neurotransmitter metabolic process"	"BP"	108	34	0.000760141674756983
"GO:0016053"	"organic acid biosynthetic process"	"BP"	370	93	0.000770680241372784
"GO:0031401"	"positive regulation of protein modification process"	"BP"	919	207	0.000779621151788986
"GO:0030217"	"T cell differentiation"	"BP"	189	53	0.000780036889897911
"GO:0003207"	"cardiac chamber formation"	"BP"	8	6	0.000785704358758096
"GO:0060767"	"epithelial cell proliferation involved in prostate gland development"	"BP"	8	6	0.000785704358758096
"GO:1902950"	"regulation of dendritic spine maintenance"	"BP"	8	6	0.000785704358758096
"GO:0048845"	"venous blood vessel morphogenesis"	"BP"	8	6	0.000785704358758096
"GO:0032594"	"protein transport within lipid bilayer"	"BP"	22	11	0.000788939277191911
"GO:2000050"	"regulation of non-canonical Wnt signaling pathway"	"BP"	22	11	0.000788939277191911
"GO:0001101"	"response to acid chemical"	"BP"	265	70	0.000809592643441388
"GO:0050731"	"positive regulation of peptidyl-tyrosine phosphorylation"	"BP"	125	38	0.000817895387686548
"GO:0021602"	"cranial nerve morphogenesis"	"BP"	19	10	0.000820562542124237
"GO:1901385"	"regulation of voltage-gated calcium channel activity"	"BP"	19	10	0.000820562542124237
"GO:0032835"	"glomerulus development"	"BP"	46	18	0.00083913425825399
"GO:1903779"	"regulation of cardiac conduction"	"BP"	46	18	0.00083913425825399
"GO:0046700"	"heterocycle catabolic process"	"BP"	613	144	0.000853135642323125
"GO:0012501"	"programmed cell death"	"BP"	1572	337	0.000856186160244955
"GO:0051962"	"positive regulation of nervous system development"	"BP"	362	91	0.000869200218266682
"GO:0070372"	"regulation of ERK1 and ERK2 cascade"	"BP"	212	58	0.000884376680641816
"GO:0014074"	"response to purine-containing compound"	"BP"	113	35	0.000890338577512738
"GO:0019080"	"viral gene expression"	"BP"	190	53	0.000891090125970054
"GO:0031099"	"regeneration"	"BP"	151	44	0.00089686941113213
"GO:0072503"	"cellular divalent inorganic cation homeostasis"	"BP"	307	79	0.000902132772377482
"GO:0019221"	"cytokine-mediated signaling pathway"	"BP"	590	139	0.000921146173885101
"GO:1904894"	"positive regulation of STAT cascade"	"BP"	50	19	0.000927600605163153
"GO:0050680"	"negative regulation of epithelial cell proliferation"	"BP"	105	33	0.000931615567878518
"GO:0060191"	"regulation of lipase activity"	"BP"	69	24	0.000938578306753615
"GO:0006970"	"response to osmotic stress"	"BP"	69	24	0.000938578306753615
"GO:0098771"	"inorganic ion homeostasis"	"BP"	490	118	0.00095176352300715
"GO:0001938"	"positive regulation of endothelial cell proliferation"	"BP"	73	25	0.000960670163599956
"GO:0008016"	"regulation of heart contraction"	"BP"	143	42	0.000974941079437941
"GO:0038096"	"Fc-gamma receptor signaling pathway involved in phagocytosis"	"BP"	81	27	0.0009833878987817
"GO:0002433"	"immune response-regulating cell surface receptor signaling pathway involved in phagocytosis"	"BP"	81	27	0.0009833878987817
"GO:0072089"	"stem cell proliferation"	"BP"	81	27	0.0009833878987817
"GO:1900449"	"regulation of glutamate receptor signaling pathway"	"BP"	29	13	0.000991369519996853
"GO:0001655"	"urogenital system development"	"BP"	249	66	0.00101984168242046
"GO:0042493"	"response to drug"	"BP"	737	169	0.00102509457007092
"GO:0042060"	"wound healing"	"BP"	420	103	0.00102900341646599
"GO:0051147"	"regulation of muscle cell differentiation"	"BP"	118	36	0.00102991344355865
"GO:0009891"	"positive regulation of biosynthetic process"	"BP"	1541	330	0.00104745596121124
"GO:0043066"	"negative regulation of apoptotic process"	"BP"	679	157	0.00105519818002111
"GO:0050769"	"positive regulation of neurogenesis"	"BP"	327	83	0.00105661745752433
"GO:0048660"	"regulation of smooth muscle cell proliferation"	"BP"	114	35	0.00106044608386559
"GO:0055080"	"cation homeostasis"	"BP"	482	116	0.00107218678364687
"GO:2000739"	"regulation of mesenchymal stem cell differentiation"	"BP"	6	5	0.00108900165329774
"GO:2000501"	"regulation of natural killer cell chemotaxis"	"BP"	6	5	0.00108900165329774
"GO:0042063"	"gliogenesis"	"BP"	196	54	0.00109624149555522
"GO:0060485"	"mesenchyme development"	"BP"	196	54	0.00109624149555522
"GO:0010942"	"positive regulation of cell death"	"BP"	578	136	0.00109746731193288
"GO:0070201"	"regulation of establishment of protein localization"	"BP"	583	137	0.00111214424904718
"GO:0006915"	"apoptotic process"	"BP"	1517	325	0.00111294738536526
"GO:0007189"	"adenylate cyclase-activating G protein-coupled receptor signaling pathway"	"BP"	62	22	0.00111550856551304
"GO:1903522"	"regulation of blood circulation"	"BP"	170	48	0.00114603627355719
"GO:0009448"	"gamma-aminobutyric acid metabolic process"	"BP"	4	4	0.00116241460581274
"GO:0060161"	"positive regulation of dopamine receptor signaling pathway"	"BP"	4	4	0.00116241460581274
"GO:2000741"	"positive regulation of mesenchymal stem cell differentiation"	"BP"	4	4	0.00116241460581274
"GO:0060872"	"semicircular canal development"	"BP"	4	4	0.00116241460581274
"GO:0051347"	"positive regulation of transferase activity"	"BP"	526	125	0.0011636674351741
"GO:0090066"	"regulation of anatomical structure size"	"BP"	384	95	0.00117773361146916
"GO:0010324"	"membrane invagination"	"BP"	70	24	0.00118184758476891
"GO:1901343"	"negative regulation of vasculature development"	"BP"	94	30	0.00118316196332666
"GO:0002460"	"adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains"	"BP"	210	57	0.00119482405247181
"GO:0046629"	"gamma-delta T cell activation"	"BP"	11	7	0.00119516467851155
"GO:0070203"	"regulation of establishment of protein localization to telomere"	"BP"	11	7	0.00119516467851155
"GO:0009415"	"response to water"	"BP"	11	7	0.00119516467851155
