"Treatment","Drug","X","VCFG_Compound_Plate_ID","Patient","WellID","Perc_FC","Bin","ZScore","Dose","Hit","Target","Pathway","VCFG_Plate_ID","compared.to","Mahalanobis","mp.value"
"CH5132799_5","CH5132799",1570,"D08","yP516_LT1","C08",34.638,"LC",-6.99,"5","Yes","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D08","DMSO_0uM",17.418,0
"CHIR-124_0.5","CHIR-124",1636,"D08","yP516_LT1","E06",100,"CV1",0.235,"0.5","No","ATM/ATR/DNA-PK/Chk","DNA Damage Response","D08","DMSO_0uM",1.38,0.845
"CHIR-124_5","CHIR-124",1528,"D08","yP516_LT1","B06",3.956,"LC",-10.241,"5","Yes","ATM/ATR/DNA-PK/Chk","DNA Damage Response","D08","DMSO_0uM",150,0
"CHIR-98014_0.5","CHIR-98014",1846,"D09","yP516_LT1","E04",68.589,"CV2",-2.631,"0.5","No","GSK-3","Wnt","D09","DMSO_0uM",3.285,0
"CHIR-98014_5","CHIR-98014",1738,"D09","yP516_LT1","B04",69.924,"CV2",-2.518,"5","No","GSK-3","Wnt","D09","DMSO_0uM",2.899,0
"CHIR-99021 (CT99021) HCl_0.5","CHIR-99021 (CT99021) HCl",2119,"D10","yP516_LT1","F11",96.612,"CV1",-0.313,"0.5","No","GSK-3","Wnt","D10","DMSO_0uM",0.465,1
"CHIR-99021 (CT99021) HCl_5","CHIR-99021 (CT99021) HCl",2011,"D10","yP516_LT1","C11",74.407,"CV2",-2.067,"5","No","GSK-3","Wnt","D10","DMSO_0uM",2.034,0.355
"CHIR-99021 (CT99021)_0.5","CHIR-99021 (CT99021)",808,"D04","yP516_LT1","F06",96.613,"CV1",-0.646,"0.5","No","GSK-3","Wnt","D04","DMSO_0uM",1.447,0.483
"CHIR-99021 (CT99021)_5","CHIR-99021 (CT99021)",700,"D04","yP516_LT1","C06",25.117,"LC",-5.47,"5","Yes","GSK-3","Wnt","D04","DMSO_0uM",26.431,0
"Chloroquine Phosphate_0.5","Chloroquine Phosphate",3367,"D16","yP516_LT1","E10",97.037,"CV1",-0.363,"0.5","No","ATM/ATR/DNA-PK/Chk","DNA Damage Response","D16","DMSO_0uM",1.452,0.328
"Chloroquine Phosphate_5","Chloroquine Phosphate",3268,"D16","yP516_LT1","B10",92.544,"CV1",-0.659,"5","No","ATM/ATR/DNA-PK/Chk","DNA Damage Response","D16","DMSO_0uM",0.45,0.831
"CNX-774_0.5","CNX-774",2743,"D13","yP516_LT1","F03",73.882,"CV2",-2.093,"0.5","No","Bcr-Abl/BTK","B Cell Receptor","D13","DMSO_0uM",4.42,0
"CNX-774_5","CNX-774",2635,"D13","yP516_LT1","C03",96.309,"CV1",-0.452,"5","No","Bcr-Abl/BTK","B Cell Receptor","D13","DMSO_0uM",3.395,0
"Cobimetinib (GDC-0973_ RG7420)_0.5","Cobimetinib (GDC-0973_ RG7420)",3382,"D16","yP516_LT1","F04",43.799,"CV2",-3.877,"0.5","No","MAPK/ERK","MAPK/ERK","D16","DMSO_0uM",8.438,0
"Cobimetinib (GDC-0973_ RG7420)_5","Cobimetinib (GDC-0973_ RG7420)",3283,"D16","yP516_LT1","C04",43.553,"LC",-3.893,"5","Yes","MAPK/ERK","MAPK/ERK","D16","DMSO_0uM",9.002,0
"CUDC-907_0.5","CUDC-907",1888,"D09","yP516_LT1","F06",9.149,"LC",-7.631,"0.5","Yes","HDAC/PAK","Cytoskeletal","D09","DMSO_0uM",60.243,0
"CUDC-907_5","CUDC-907",1780,"D09","yP516_LT1","C06",0.179,"LC",-8.386,"5","Yes","HDAC/PAK","Cytoskeletal","D09","DMSO_0uM",150,0
"CX-6258 HCl_0.5","CX-6258 HCl",2329,"D11","yP516_LT1","F09",72.188,"CV2",-2.841,"0.5","No","JAK/STAT/Pim","JAK/STAT","D11","DMSO_0uM",4.015,0.163
"CX-6258 HCl_5","CX-6258 HCl",2221,"D11","yP516_LT1","C09",41.106,"LC",-6.11,"5","Yes","JAK/STAT/Pim","JAK/STAT","D11","DMSO_0uM",16.136,0
"CYC116_0.5","CYC116",604,"D03","yP516_LT1","F10",100,"CV1",0.404,"0.5","No","AUK","Cell cycle progression","D03","DMSO_0uM",3.436,0
"CYC116_5","CYC116",496,"D03","yP516_LT1","C10",47.286,"LC",-1.864,"5","Yes","AUK","Cell cycle progression","D03","DMSO_0uM",8.768,0
"CZC24832_0.5","CZC24832",2290,"D11","yP516_LT1","E08",78.277,"CV2",-2.201,"0.5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D11","DMSO_0uM",1.736,0.474
"CZC24832_5","CZC24832",2182,"D11","yP516_LT1","B08",91.147,"CV1",-0.847,"5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D11","DMSO_0uM",0.762,1
"D 4476_0.5","D 4476",3007,"D14","yP516_LT1","G07",94.366,"CV1",-0.5,"0.5","No","Miscellaneous","Metabolism","D14","DMSO_0uM",4.901,0
"D 4476_5","D 4476",2899,"D14","yP516_LT1","D07",96.372,"CV1",-0.352,"5","No","Miscellaneous","Metabolism","D14","DMSO_0uM",1.321,0.502
"Dabrafenib (GSK2118436)_0.5","Dabrafenib (GSK2118436)",1867,"D09","yP516_LT1","E11",89.805,"CV1",-0.845,"0.5","No","MAPK/ERK","MAPK/ERK","D09","DMSO_0uM",0.198,1
"Dabrafenib (GSK2118436)_5","Dabrafenib (GSK2118436)",1759,"D09","yP516_LT1","B11",100,"CV1",0.092,"5","No","MAPK/ERK","MAPK/ERK","D09","DMSO_0uM",0.482,1
"Danusertib (PHA-739358)_0.5","Danusertib (PHA-739358)",547,"D03","yP516_LT1","E03",94.857,"CV1",-0.079,"0.5","No","AUK","Cell cycle progression","D03","DMSO_0uM",6.304,0
"Danusertib (PHA-739358)_5","Danusertib (PHA-739358)",439,"D03","yP516_LT1","B03",27.182,"LC",-2.618,"5","Yes","AUK","Cell cycle progression","D03","DMSO_0uM",21.424,0
"Daphnetin_0.5","Daphnetin",1462,"D07","yP516_LT1","F08",93.827,"CV1",-0.809,"0.5","No","PKA/PKC/TGF-Beta","EGRF","D07","DMSO_0uM",1.96,0.165
"Daphnetin_5","Daphnetin",1354,"D07","yP516_LT1","C08",84.169,"CV1",-1.847,"5","No","PKA/PKC/TGF-Beta","EGRF","D07","DMSO_0uM",5.034,0
"DASA-58_0.5","DASA-58",3184,"D15","yP516_LT1","F06",88.514,"CV1",-0.871,"0.5","No","Miscellaneous","Metabolism","D15","DMSO_0uM",1.813,0.335
"DASA-58_5","DASA-58",3076,"D15","yP516_LT1","C06",99.34,"CV1",-0.405,"5","No","Miscellaneous","Metabolism","D15","DMSO_0uM",3.881,0.156
"Dasatinib_0.5","Dasatinib",196,"D01","yP516_LT1","G06",100,"HI",2.072,"0.5","No","Bcr-Abl/BTK","B Cell Receptor","D01","DMSO_0uM",2.108,0.312
"Dasatinib_5","Dasatinib",88,"D01","yP516_LT1","D06",49.59,"LC",-5.469,"5","Yes","Bcr-Abl/BTK","B Cell Receptor","D01","DMSO_0uM",7.732,0
"Decernotinib (VX-509)_0.5","Decernotinib (VX-509)",2962,"D14","yP516_LT1","F04",85.381,"CV1",-1.165,"0.5","No","JAK/STAT/Pim","JAK/STAT","D14","DMSO_0uM",1.792,0.313
"Decernotinib (VX-509)_5","Decernotinib (VX-509)",2854,"D14","yP516_LT1","C04",97.345,"CV1",-0.28,"5","No","JAK/STAT/Pim","JAK/STAT","D14","DMSO_0uM",0.793,0.659
"Degrasyn (WP1130)_0.5","Degrasyn (WP1130)",1489,"D07","yP516_LT1","G05",96.411,"CV1",-0.531,"0.5","No","Bcr-Abl/BTK","B Cell Receptor","D07","DMSO_0uM",1.967,0.335
"Degrasyn (WP1130)_5","Degrasyn (WP1130)",1381,"D07","yP516_LT1","D05",70.201,"CV2",-3.348,"5","No","Bcr-Abl/BTK","B Cell Receptor","D07","DMSO_0uM",4.49,0
"Dinaciclib (SCH727965)_0.5","Dinaciclib (SCH727965)",1891,"D09","yP516_LT1","F07",0.897,"LC",-8.326,"0.5","Yes","PLK1/CDK/c-myc/Rho","Cell cycle progression","D09","DMSO_0uM",150,0
"Dinaciclib (SCH727965)_5","Dinaciclib (SCH727965)",1783,"D09","yP516_LT1","C07",2.222,"LC",-8.214,"5","Yes","PLK1/CDK/c-myc/Rho","Cell cycle progression","D09","DMSO_0uM",150,0
"Doramapimod (BIRB 796)_0.5","Doramapimod (BIRB 796)",1231,"D06","yP516_LT1","F03",96.871,"CV1",-0.179,"0.5","No","JNK/p38 MAPK/CaMK","JNK/p38/MAPK","D06","DMSO_0uM",2.05,0.361
"Doramapimod (BIRB 796)_5","Doramapimod (BIRB 796)",1123,"D06","yP516_LT1","C03",94.478,"CV1",-0.327,"5","No","JNK/p38 MAPK/CaMK","JNK/p38/MAPK","D06","DMSO_0uM",3.01,0
"Dorsomorphin 2HCl_0.5","Dorsomorphin 2HCl",3400,"D16","yP516_LT1","F10",80.936,"CV1",-1.426,"0.5","No","AMPK/LRRK2","AMPK","D16","DMSO_0uM",1.463,0.503
"Dorsomorphin 2HCl_5","Dorsomorphin 2HCl",3301,"D16","yP516_LT1","C10",85.849,"CV1",-1.101,"5","No","AMPK/LRRK2","AMPK","D16","DMSO_0uM",2.954,0.163
"Duvelisib (IPI-145_ INK1197)_0.5","Duvelisib (IPI-145_ INK1197)",2326,"D11","yP516_LT1","F08",91.338,"CV1",-0.827,"0.5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D11","DMSO_0uM",0.763,1
"Duvelisib (IPI-145_ INK1197)_5","Duvelisib (IPI-145_ INK1197)",2218,"D11","yP516_LT1","C08",80.513,"CV1",-1.965,"5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D11","DMSO_0uM",2.226,0.17
"EHop-016_0.5","EHop-016",2752,"D13","yP516_LT1","F06",98.35,"CV1",-0.303,"0.5","No","PLK1/CDK/c-myc/Rho","Cell cycle progression","D13","DMSO_0uM",0.923,1
"EHop-016_5","EHop-016",2644,"D13","yP516_LT1","C06",98.033,"CV1",-0.326,"5","No","PLK1/CDK/c-myc/Rho","Cell cycle progression","D13","DMSO_0uM",0.85,1
"ENMD-2076_0.5","ENMD-2076",763,"D04","yP516_LT1","E03",86.419,"CV1",-1.334,"0.5","No","AUK","Cell cycle progression","D04","DMSO_0uM",0.519,1
"ENMD-2076_5","ENMD-2076",655,"D04","yP516_LT1","B03",45.196,"LC",-4.115,"5","Yes","AUK","Cell cycle progression","D04","DMSO_0uM",6.361,0
"Enzastaurin (LY317615)_0.5","Enzastaurin (LY317615)",367,"D02","yP516_LT1","F03",100,"CV1",1.167,"0.5","No","PKA/PKC/TGF-Beta","TGFb Smad","D02","DMSO_0uM",1.107,0.684
"Enzastaurin (LY317615)_5","Enzastaurin (LY317615)",259,"D02","yP516_LT1","C03",100,"CV1",1.946,"5","No","PKA/PKC/TGF-Beta","TGFb Smad","D02","DMSO_0uM",0.639,0.833
"ERK5-IN-1_0.5","ERK5-IN-1",2719,"D13","yP516_LT1","E07",82.543,"CV1",-1.459,"0.5","No","MAPK/ERK","MAPK/ERK","D13","DMSO_0uM",1.392,0.489
"ERK5-IN-1_5","ERK5-IN-1",2611,"D13","yP516_LT1","B07",79.42,"CV2",-1.688,"5","No","MAPK/ERK","MAPK/ERK","D13","DMSO_0uM",2.104,0.348
"ETC-1002_0.5","ETC-1002",3151,"D15","yP516_LT1","E07",91.306,"CV1",-0.751,"0.5","No","AMPK/LRRK2","AMPK","D15","DMSO_0uM",0.577,0.84
"ETC-1002_5","ETC-1002",3043,"D15","yP516_LT1","B07",100,"CV1",-0.127,"5","No","AMPK/LRRK2","AMPK","D15","DMSO_0uM",0.365,1
"ETP-46464_0.5","ETP-46464",3352,"D16","yP516_LT1","E05",84.729,"CV1",-1.175,"0.5","No","ATM/ATR/DNA-PK/Chk","DNA Damage Response","D16","DMSO_0uM",1.082,0.653
"ETP-46464_5","ETP-46464",3253,"D16","yP516_LT1","B05",100,"CV1",0.616,"5","No","ATM/ATR/DNA-PK/Chk","DNA Damage Response","D16","DMSO_0uM",1.903,0.336
"Everolimus (RAD001)_0.5","Everolimus (RAD001)",589,"D03","yP516_LT1","F05",76.512,"CV2",-0.767,"0.5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D03","DMSO_0uM",3.614,0
"Everolimus (RAD001)_5","Everolimus (RAD001)",481,"D03","yP516_LT1","C05",87.375,"CV1",-0.36,"5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D03","DMSO_0uM",4.682,0
"Fasudil (HA-1077) HCl_0.5","Fasudil (HA-1077) HCl",1195,"D06","yP516_LT1","E03",80.323,"CV1",-1.203,"0.5","No","PLK1/CDK/c-myc/Rho","Cell cycle progression","D06","DMSO_0uM",2.765,0.166
"Fasudil (HA-1077) HCl_5","Fasudil (HA-1077) HCl",1087,"D06","yP516_LT1","B03",81.943,"CV1",-1.103,"5","No","PLK1/CDK/c-myc/Rho","Cell cycle progression","D06","DMSO_0uM",4.269,0
"Fedratinib (SAR302503_ TG101348)_0.5","Fedratinib (SAR302503_ TG101348)",1843,"D09","yP516_LT1","E03",81.472,"CV1",-1.547,"0.5","No","JAK/STAT/Pim","JAK/STAT","D09","DMSO_0uM",1.815,0.484
"Fedratinib (SAR302503_ TG101348)_5","Fedratinib (SAR302503_ TG101348)",1735,"D09","yP516_LT1","B03",72.066,"CV2",-2.338,"5","No","JAK/STAT/Pim","JAK/STAT","D09","DMSO_0uM",3.033,0.165
"Filgotinib (GLPG0634)_0.5","Filgotinib (GLPG0634)",3004,"D14","yP516_LT1","G06",95.823,"CV1",-0.393,"0.5","No","JAK/STAT/Pim","JAK/STAT","D14","DMSO_0uM",4.678,0.16
"Filgotinib (GLPG0634)_5","Filgotinib (GLPG0634)",2896,"D14","yP516_LT1","D06",100,"CV1",0.637,"5","No","JAK/STAT/Pim","JAK/STAT","D14","DMSO_0uM",1.428,0.348
"Flavopiridol (Alvocidib)_0.5","Flavopiridol (Alvocidib)",769,"D04","yP516_LT1","E05",100,"CV1",0.404,"0.5","No","PLK1/CDK/c-myc/Rho","Cell cycle progression","D04","DMSO_0uM",0.461,1
"Flavopiridol (Alvocidib)_5","Flavopiridol (Alvocidib)",661,"D04","yP516_LT1","B05",-0.01,"LC",-7.165,"5","Yes","PLK1/CDK/c-myc/Rho","Cell cycle progression","D04","DMSO_0uM",69.9,0
"Flavopiridol HCl_0.5","Flavopiridol HCl",1702,"D08","yP516_LT1","G04",94.541,"CV1",-0.642,"0.5","No","PLK1/CDK/c-myc/Rho","Cell cycle progression","D08","DMSO_0uM",3.108,0.157
"Flavopiridol HCl_5","Flavopiridol HCl",1594,"D08","yP516_LT1","D04",0.43,"LC",-10.615,"5","Yes","PLK1/CDK/c-myc/Rho","Cell cycle progression","D08","DMSO_0uM",150,0
"Fostamatinib (R788)_0.5","Fostamatinib (R788)",1432,"D07","yP516_LT1","E10",94.714,"CV1",-0.714,"0.5","No","Src/Syk/FAK","Src/Syk/FAK","D07","DMSO_0uM",0.784,1
"Fostamatinib (R788)_5","Fostamatinib (R788)",1324,"D07","yP516_LT1","B10",96.181,"CV1",-0.556,"5","No","Src/Syk/FAK","Src/Syk/FAK","D07","DMSO_0uM",1.035,1
"FRAX597_0.5","FRAX597",2710,"D13","yP516_LT1","E04",96.508,"CV1",-0.438,"0.5","No","HDAC/PAK","Cytoskeletal","D13","DMSO_0uM",0.941,1
"FRAX597_5","FRAX597",2602,"D13","yP516_LT1","B04",24.013,"LC",-5.741,"5","Yes","HDAC/PAK","Cytoskeletal","D13","DMSO_0uM",28.109,0
"Gandotinib (LY2784544)_0.5","Gandotinib (LY2784544)",1279,"D06","yP516_LT1","G07",83.447,"CV1",-1.01,"0.5","No","JAK/STAT/Pim","JAK/STAT","D06","DMSO_0uM",2.073,0.338
"Gandotinib (LY2784544)_5","Gandotinib (LY2784544)",1171,"D06","yP516_LT1","D07",69.616,"CV2",-1.865,"5","No","JAK/STAT/Pim","JAK/STAT","D06","DMSO_0uM",7.354,0
"GDC-0349_0.5","GDC-0349",3349,"D16","yP516_LT1","E04",100,"HI",2.315,"0.5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D16","DMSO_0uM",2.891,0.316
"GDC-0349_5","GDC-0349",3250,"D16","yP516_LT1","B04",96.122,"CV1",-0.423,"5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D16","DMSO_0uM",2.434,0.329
"GDC-0879_0.5","GDC-0879",355,"D02","yP516_LT1","E11",100,"CV1",0.393,"0.5","No","MAPK/ERK","MAPK/ERK","D02","DMSO_0uM",0.491,1
"GDC-0879_5","GDC-0879",247,"D02","yP516_LT1","B11",100,"CV1",0.842,"5","No","MAPK/ERK","MAPK/ERK","D02","DMSO_0uM",1.392,0.481
"GNE-0877_0.5","GNE-0877",2758,"D13","yP516_LT1","F08",94.389,"CV1",-0.593,"0.5","No","AMPK/LRRK2","DNA Damage Response","D13","DMSO_0uM",1.774,0.325
"GNE-0877_5","GNE-0877",2650,"D13","yP516_LT1","C08",100,"CV1",0.469,"5","No","AMPK/LRRK2","DNA Damage Response","D13","DMSO_0uM",0.803,1
"GNE-7915_0.5","GNE-7915",2926,"D14","yP516_LT1","E04",100,"CV1",0.655,"0.5","No","AMPK/LRRK2","DNA Damage Response","D14","DMSO_0uM",1.168,0.495
"GNE-7915_5","GNE-7915",2818,"D14","yP516_LT1","B04",99.962,"CV1",-0.087,"5","No","AMPK/LRRK2","DNA Damage Response","D14","DMSO_0uM",0.86,0.684
"GNE-9605_0.5","GNE-9605",2794,"D13","yP516_LT1","G08",92.124,"CV1",-0.758,"0.5","No","AMPK/LRRK2","DNA Damage Response","D13","DMSO_0uM",1.018,1
"GNE-9605_5","GNE-9605",2686,"D13","yP516_LT1","D08",100,"CV1",0.044,"5","No","AMPK/LRRK2","DNA Damage Response","D13","DMSO_0uM",0.453,1
"GNF-2_0.5","GNF-2",2113,"D10","yP516_LT1","F09",92.063,"CV1",-0.673,"0.5","No","Bcr-Abl/BTK","B Cell Receptor","D10","DMSO_0uM",1.289,0.825
"GNF-2_5","GNF-2",2005,"D10","yP516_LT1","C09",72.981,"CV2",-2.18,"5","No","Bcr-Abl/BTK","B Cell Receptor","D10","DMSO_0uM",3.546,0
"GNF-5_0.5","GNF-5",2995,"D14","yP516_LT1","G03",75.995,"CV2",-1.858,"0.5","No","Bcr-Abl/BTK","B Cell Receptor","D14","DMSO_0uM",1.223,0.546
"GNF-5_5","GNF-5",2887,"D14","yP516_LT1","D03",100,"CV1",0.075,"5","No","Bcr-Abl/BTK","B Cell Receptor","D14","DMSO_0uM",0.271,1
"Go 6983_0.5","Go 6983",2116,"D10","yP516_LT1","F10",92.053,"CV1",-0.673,"0.5","No","PKA/PKC/TGF-Beta","TGFb Smad","D10","DMSO_0uM",0.5,1
"Go 6983_5","Go 6983",2008,"D10","yP516_LT1","C10",87.571,"CV1",-1.028,"5","No","PKA/PKC/TGF-Beta","TGFb Smad","D10","DMSO_0uM",1.564,0.513
"GSK2292767_0.5","GSK2292767",3220,"D15","yP516_LT1","G06",100,"CV1",-0.347,"0.5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D15","DMSO_0uM",3.484,0.158
"GSK2292767_5","GSK2292767",3112,"D15","yP516_LT1","D06",84.102,"CV1",-1.06,"5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D15","DMSO_0uM",4.409,0.176
"GSK2334470_0.5","GSK2334470",2527,"D12","yP516_LT1","F03",82.966,"CV1",-2.316,"0.5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D12","DMSO_0uM",2.12,0.193
"GSK2334470_5","GSK2334470",2419,"D12","yP516_LT1","C03",80.039,"CV1",-2.684,"5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D12","DMSO_0uM",1.746,0.328
"GSK2578215A_0.5","GSK2578215A",2974,"D14","yP516_LT1","F08",71.837,"CV2",-2.166,"0.5","No","AMPK/LRRK2","DNA Damage Response","D14","DMSO_0uM",3.332,0.164
"GSK2578215A_5","GSK2578215A",2866,"D14","yP516_LT1","C08",97.594,"CV1",-0.262,"5","No","AMPK/LRRK2","DNA Damage Response","D14","DMSO_0uM",0.671,0.833
"GSK2636771_0.5","GSK2636771",3226,"D15","yP516_LT1","G08",98.95,"CV1",-0.422,"0.5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D15","DMSO_0uM",2.038,0.316
"GSK2636771_5","GSK2636771",3118,"D15","yP516_LT1","D08",100,"CV1",0.301,"5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D15","DMSO_0uM",1.693,0.348
"GSK429286A_0.5","GSK429286A",982,"D05","yP516_LT1","E04",95.608,"CV1",-0.403,"0.5","No","PLK1/CDK/c-myc/Rho","Cell cycle progression","D05","DMSO_0uM",1.054,0.834
"GSK429286A_5","GSK429286A",874,"D05","yP516_LT1","B04",67.111,"CV2",-2.307,"5","No","PLK1/CDK/c-myc/Rho","Cell cycle progression","D05","DMSO_0uM",2.61,0.144
"GSK461364_0.5","GSK461364",1282,"D06","yP516_LT1","G08",6.684,"LC",-5.759,"0.5","Yes","PLK1/CDK/c-myc/Rho","Cell cycle progression","D06","DMSO_0uM",150,0
"GSK461364_5","GSK461364",1174,"D06","yP516_LT1","D08",42.905,"LC",-3.518,"5","Yes","PLK1/CDK/c-myc/Rho","Cell cycle progression","D06","DMSO_0uM",10.026,0
"GSK621_0.5","GSK621",3148,"D15","yP516_LT1","E06",76.155,"CV2",-1.402,"0.5","No","AMPK/LRRK2","AMPK","D15","DMSO_0uM",0.525,1
"GSK621_5","GSK621",3040,"D15","yP516_LT1","B06",100,"CV1",0.24,"5","No","AMPK/LRRK2","AMPK","D15","DMSO_0uM",1.704,0.334
"GSK650394_0.5","GSK650394",2584,"D12","yP516_LT1","G10",90.132,"CV1",-1.417,"0.5","No","RSK/SGK","PIK3/mTOR/AKT","D12","DMSO_0uM",0.912,0.835
"GSK650394_5","GSK650394",2476,"D12","yP516_LT1","D10",70.931,"CV2",-3.827,"5","No","RSK/SGK","PIK3/mTOR/AKT","D12","DMSO_0uM",4.261,0
"GSK690693_0.5","GSK690693",550,"D03","yP516_LT1","E04",100,"HI",0.889,"0.5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D03","DMSO_0uM",1.917,0.507
"GSK690693_5","GSK690693",442,"D03","yP516_LT1","B04",74.066,"CV2",-0.859,"5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D03","DMSO_0uM",2.203,0.169
"GW5074_0.5","GW5074",2071,"D10","yP516_LT1","E07",100,"CV1",0.584,"0.5","No","MAPK/ERK","MAPK/ERK","D10","DMSO_0uM",1.859,0.156
"GW5074_5","GW5074",1963,"D10","yP516_LT1","B07",82.582,"CV1",-1.422,"5","No","MAPK/ERK","MAPK/ERK","D10","DMSO_0uM",1.079,1
"GZD824 Dimesylate_0.5","GZD824 Dimesylate",2509,"D12","yP516_LT1","E09",86.575,"CV1",-1.863,"0.5","No","Bcr-Abl/BTK","B Cell Receptor","D12","DMSO_0uM",1.738,0.494
"GZD824 Dimesylate_5","GZD824 Dimesylate",2401,"D12","yP516_LT1","B09",83.375,"CV1",-2.265,"5","No","Bcr-Abl/BTK","B Cell Receptor","D12","DMSO_0uM",3.138,0.181
"H 89 2HCl_0.5","H 89 2HCl",1198,"D06","yP516_LT1","E04",100,"CV1",0.106,"0.5","No","PKA/PKC/TGF-Beta","PIK3/mTOR/AKT","D06","DMSO_0uM",2.72,0.172
"H 89 2HCl_5","H 89 2HCl",1090,"D06","yP516_LT1","B04",84.36,"CV1",-0.953,"5","No","PKA/PKC/TGF-Beta","PIK3/mTOR/AKT","D06","DMSO_0uM",2.38,0.16
"Hesperadin_0.5","Hesperadin",1027,"D05","yP516_LT1","F07",79.783,"CV2",-1.46,"0.5","No","AUK","Cell cycle progression","D05","DMSO_0uM",1.63,0.485
"Hesperadin_5","Hesperadin",919,"D05","yP516_LT1","C07",28.787,"LC",-4.867,"5","Yes","AUK","Cell cycle progression","D05","DMSO_0uM",14.479,0
"HMN-214_0.5","HMN-214",1054,"D05","yP516_LT1","G04",86.673,"CV1",-1,"0.5","No","PLK1/CDK/c-myc/Rho","Cell cycle progression","D05","DMSO_0uM",0.694,0.83
"HMN-214_5","HMN-214",946,"D05","yP516_LT1","D04",1.323,"LC",-6.702,"5","Yes","PLK1/CDK/c-myc/Rho","Cell cycle progression","D05","DMSO_0uM",99.327,0
"Honokiol_0.5","Honokiol",1492,"D07","yP516_LT1","G06",100,"CV1",0.216,"0.5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D07","DMSO_0uM",2.038,0.166
"Honokiol_5","Honokiol",1384,"D07","yP516_LT1","D06",91.344,"CV1",-1.076,"5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D07","DMSO_0uM",9.816,0
"HS-173_0.5","HS-173",2722,"D13","yP516_LT1","E08",100,"CV1",-0.116,"0.5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D13","DMSO_0uM",0.379,1
"HS-173_5","HS-173",2614,"D13","yP516_LT1","B08",2.944,"LC",-7.282,"5","Yes","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D13","DMSO_0uM",150,0
"HTH-01-015_0.5","HTH-01-015",2716,"D13","yP516_LT1","E06",100,"CV1",-0.178,"0.5","No","AMPK/LRRK2","AMPK","D13","DMSO_0uM",0.868,1
"HTH-01-015_5","HTH-01-015",2608,"D13","yP516_LT1","B06",99.19,"CV1",-0.242,"5","No","AMPK/LRRK2","AMPK","D13","DMSO_0uM",1.341,0.644
"Ibrutinib (PCI-32765)_0.5","Ibrutinib (PCI-32765)",1633,"D08","yP516_LT1","E05",100,"CV1",0.598,"0.5","No","Bcr-Abl/BTK","B Cell Receptor","D08","DMSO_0uM",1.488,0.831
"Ibrutinib (PCI-32765)_5","Ibrutinib (PCI-32765)",1525,"D08","yP516_LT1","B05",47.975,"LC",-5.576,"5","Yes","Bcr-Abl/BTK","B Cell Receptor","D08","DMSO_0uM",20.401,0
"Idelalisib (CAL-101_ GS-1101)_0.5","Idelalisib (CAL-101_ GS-1101)",1414,"D07","yP516_LT1","E04",86.759,"CV1",-1.569,"0.5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D07","DMSO_0uM",1.81,0.188
"Idelalisib (CAL-101_ GS-1101)_5","Idelalisib (CAL-101_ GS-1101)",1306,"D07","yP516_LT1","B04",91.677,"CV1",-1.04,"5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D07","DMSO_0uM",5.21,0
"IKK-16 (IKK Inhibitor VII)_0.5","IKK-16 (IKK Inhibitor VII)",2107,"D10","yP516_LT1","F07",84.291,"CV1",-1.287,"0.5","No","IKK","NFkB","D10","DMSO_0uM",0.758,1
"IKK-16 (IKK Inhibitor VII)_5","IKK-16 (IKK Inhibitor VII)",1999,"D10","yP516_LT1","C07",73.013,"CV2",-2.178,"5","No","IKK","NFkB","D10","DMSO_0uM",2.489,0.338
"IM-12_0.5","IM-12",2932,"D14","yP516_LT1","E06",100,"CV1",0.546,"0.5","No","GSK-3","Wnt","D14","DMSO_0uM",1.507,0.347
"IM-12_5","IM-12",2824,"D14","yP516_LT1","B06",100,"CV1",0.269,"5","No","GSK-3","Wnt","D14","DMSO_0uM",0.875,0.847
