Drug,X,VCFG_Compound_Plate_ID,Patient,Treatment,WellID,Perc_FC,Bin,ZScore,Dose,Group_CTG,Pathway_original,Target_original,Target ,Pathway
Torin 2,2025,D10,yPMK295_LT,Torin 2_5,D03,4.127,LC,-26.44,5,Hit,PI3K Akt mTOR,ATM ATR mTOR,ATM/ATR/DNA-PK/Chk,DNA Damage Response Pathway
Torin 2,2023,D10,yPDB516_LT1,Torin 2_5,D03,22.255,LC,-6.187,5,Hit,PI3K Akt mTOR,ATM ATR mTOR,ATM/ATR/DNA-PK/Chk,DNA Damage Response Pathway
Torin 2,2133,D10,yPMK295_LT,Torin 2_0.5,G03,97.99,CV1,0.211,0.5,No hit,PI3K Akt mTOR,ATM ATR mTOR,ATM/ATR/DNA-PK/Chk,DNA Damage Response Pathway
Torin 2,2132,D10,yPJF520_LT1,Torin 2_0.5,G03,77.909,CV2,-1.293,0.5,No hit,PI3K Akt mTOR,ATM ATR mTOR,ATM/ATR/DNA-PK/Chk,DNA Damage Response Pathway
Torin 2,2131,D10,yPDB516_LT1,Torin 2_0.5,G03,96.43,CV1,-0.328,0.5,No hit,PI3K Akt mTOR,ATM ATR mTOR,ATM/ATR/DNA-PK/Chk,DNA Damage Response Pathway
Torin 2,2024,D10,yPJF520_LT1,Torin 2_5,D03,5.27,LC,-5.135,5,Hit,PI3K Akt mTOR,ATM ATR mTOR,ATM/ATR/DNA-PK/Chk,DNA Damage Response Pathway
PI-103,137,D01,yPJF520_LT1,PI-103_0.5,E10,91.024,CV1,0.125,0.5,No hit,Neuronal Signaling,Autophagy DNA-PK mTOR PI3K,ATM/ATR/DNA-PK/Chk,DNA Damage Response Pathway
PI-103,28,D01,yPDB516_LT1,PI-103_5,B10,74.511,CV2,-3.055,5,No hit,Neuronal Signaling,Autophagy DNA-PK mTOR PI3K,ATM/ATR/DNA-PK/Chk,DNA Damage Response Pathway
PI-103,29,D01,yPJF520_LT1,PI-103_5,B10,65.664,CV2,-0.384,5,No hit,Neuronal Signaling,Autophagy DNA-PK mTOR PI3K,ATM/ATR/DNA-PK/Chk,DNA Damage Response Pathway
PI-103,138,D01,yPMK295_LT,PI-103_0.5,E10,94.894,CV1,-0.253,0.5,No hit,Neuronal Signaling,Autophagy DNA-PK mTOR PI3K,ATM/ATR/DNA-PK/Chk,DNA Damage Response Pathway
PI-103,136,D01,yPDB516_LT1,PI-103_0.5,E10,79.003,CV2,-2.62,0.5,No hit,Neuronal Signaling,Autophagy DNA-PK mTOR PI3K,ATM/ATR/DNA-PK/Chk,DNA Damage Response Pathway
PI-103,30,D01,yPMK295_LT,PI-103_5,B10,84.701,CV1,-0.685,5,No hit,Neuronal Signaling,Autophagy DNA-PK mTOR PI3K,ATM/ATR/DNA-PK/Chk,DNA Damage Response Pathway
AZD7762,1030,D05,yPDB516_LT1,AZD7762_0.5,F08,87.832,CV1,-0.922,0.5,No hit,Cell Cycle,Chk,ATM/ATR/DNA-PK/Chk,DNA Damage Response Pathway
CHIR-124,1636,D08,yPDB516_LT1,CHIR-124_0.5,E06,102.819,CV1,0.235,0.5,No hit,Cell Cycle,Chk,ATM/ATR/DNA-PK/Chk,DNA Damage Response Pathway
CHIR-124,1528,D08,yPDB516_LT1,CHIR-124_5,B06,3.956,LC,-10.241,5,Hit,Cell Cycle,Chk,ATM/ATR/DNA-PK/Chk,DNA Damage Response Pathway
CHIR-124,1637,D08,yPJF520_LT1,CHIR-124_0.5,E06,62.534,CV2,-3.303,0.5,No hit,Cell Cycle,Chk,ATM/ATR/DNA-PK/Chk,DNA Damage Response Pathway
LY2603618,1470,D07,yPMK295_LT,LY2603618_0.5,F10,113.109,CV1,1.282,0.5,No hit,Cell Cycle,Chk,ATM/ATR/DNA-PK/Chk,DNA Damage Response Pathway
LY2603618,1469,D07,yPJF520_LT1,LY2603618_0.5,F10,110.158,CV1,0.659,0.5,No hit,Cell Cycle,Chk,ATM/ATR/DNA-PK/Chk,DNA Damage Response Pathway
LY2603618,1362,D07,yPMK295_LT,LY2603618_5,C10,25.105,LC,-9.011,5,Hit,Cell Cycle,Chk,ATM/ATR/DNA-PK/Chk,DNA Damage Response Pathway
LY2603618,1361,D07,yPJF520_LT1,LY2603618_5,C10,6.073,LC,-4.436,5,Hit,Cell Cycle,Chk,ATM/ATR/DNA-PK/Chk,DNA Damage Response Pathway
LY2603618,1360,D07,yPDB516_LT1,LY2603618_5,C10,7.517,LC,-10.086,5,Hit,Cell Cycle,Chk,ATM/ATR/DNA-PK/Chk,DNA Damage Response Pathway
LY2603618,1468,D07,yPDB516_LT1,LY2603618_0.5,F10,94.215,CV1,-0.767,0.5,No hit,Cell Cycle,Chk,ATM/ATR/DNA-PK/Chk,DNA Damage Response Pathway
PF-477736,2080,D10,yPDB516_LT1,PF-477736_0.5,E10,84.658,CV1,-1.258,0.5,No hit,Cell Cycle,Chk,ATM/ATR/DNA-PK/Chk,DNA Damage Response Pathway
AZD7762,1031,D05,yPJF520_LT1,AZD7762_0.5,F08,76.407,CV2,-0.77,0.5,No hit,Cell Cycle,Chk,ATM/ATR/DNA-PK/Chk,DNA Damage Response Pathway
PF-477736,2082,D10,yPMK295_LT,PF-477736_0.5,E10,112.331,CV1,4.282,0.5,No hit,Cell Cycle,Chk,ATM/ATR/DNA-PK/Chk,DNA Damage Response Pathway
PF-477736,1974,D10,yPMK295_LT,PF-477736_5,B10,32.668,LC,-18.337,5,Hit,Cell Cycle,Chk,ATM/ATR/DNA-PK/Chk,DNA Damage Response Pathway
PF-477736,2081,D10,yPJF520_LT1,PF-477736_0.5,E10,102.791,CV1,0.022,0.5,No hit,Cell Cycle,Chk,ATM/ATR/DNA-PK/Chk,DNA Damage Response Pathway
PF-477736,1972,D10,yPDB516_LT1,PF-477736_5,B10,13.508,LC,-6.878,5,Hit,Cell Cycle,Chk,ATM/ATR/DNA-PK/Chk,DNA Damage Response Pathway
PF-477736,1973,D10,yPJF520_LT1,PF-477736_5,B10,53.051,CV2,-2.608,5,No hit,Cell Cycle,Chk,ATM/ATR/DNA-PK/Chk,DNA Damage Response Pathway
AZD7762,924,D05,yPMK295_LT,AZD7762_5,C08,19.501,LC,-4.254,5,Hit,Cell Cycle,Chk,ATM/ATR/DNA-PK/Chk,DNA Damage Response Pathway
AZD7762,923,D05,yPJF520_LT1,AZD7762_5,C08,4.268,LC,-3.61,5,Hit,Cell Cycle,Chk,ATM/ATR/DNA-PK/Chk,DNA Damage Response Pathway
AZD7762,922,D05,yPDB516_LT1,AZD7762_5,C08,4.905,LC,-6.463,5,Hit,Cell Cycle,Chk,ATM/ATR/DNA-PK/Chk,DNA Damage Response Pathway
AZD7762,1032,D05,yPMK295_LT,AZD7762_0.5,F08,94.833,CV1,-0.471,0.5,No hit,Cell Cycle,Chk,ATM/ATR/DNA-PK/Chk,DNA Damage Response Pathway
CHIR-124,1530,D08,yPMK295_LT,CHIR-124_5,B06,17.617,LC,-12.071,5,Hit,Cell Cycle,Chk,ATM/ATR/DNA-PK/Chk,DNA Damage Response Pathway
CHIR-124,1638,D08,yPMK295_LT,CHIR-124_0.5,E06,94.173,CV1,-0.833,0.5,No hit,Cell Cycle,Chk,ATM/ATR/DNA-PK/Chk,DNA Damage Response Pathway
CHIR-124,1529,D08,yPJF520_LT1,CHIR-124_5,B06,3.238,LC,-8.692,5,Hit,Cell Cycle,Chk,ATM/ATR/DNA-PK/Chk,DNA Damage Response Pathway
PP121,1359,D07,yPMK295_LT,PP121_5,C09,27.973,LC,-8.675,5,Hit,Protein Tyrosine Kinase,DNA-PK mTOR PDGFR,ATM/ATR/DNA-PK/Chk,DNA Damage Response Pathway
PP121,1465,D07,yPDB516_LT1,PP121_0.5,F09,95.366,CV1,-0.643,0.5,No hit,Protein Tyrosine Kinase,DNA-PK mTOR PDGFR,ATM/ATR/DNA-PK/Chk,DNA Damage Response Pathway
PP121,1358,D07,yPJF520_LT1,PP121_5,C09,21.985,LC,-3.657,5,Hit,Protein Tyrosine Kinase,DNA-PK mTOR PDGFR,ATM/ATR/DNA-PK/Chk,DNA Damage Response Pathway
PP121,1357,D07,yPDB516_LT1,PP121_5,C09,49.359,LC,-5.588,5,Hit,Protein Tyrosine Kinase,DNA-PK mTOR PDGFR,ATM/ATR/DNA-PK/Chk,DNA Damage Response Pathway
PP121,1467,D07,yPMK295_LT,PP121_0.5,F09,119.062,CV1,1.978,0.5,No hit,Protein Tyrosine Kinase,DNA-PK mTOR PDGFR,ATM/ATR/DNA-PK/Chk,DNA Damage Response Pathway
PP121,1466,D07,yPJF520_LT1,PP121_0.5,F09,102.824,CV1,0.3,0.5,No hit,Protein Tyrosine Kinase,DNA-PK mTOR PDGFR,ATM/ATR/DNA-PK/Chk,DNA Damage Response Pathway
Alisertib (MLN8237),558,D03,yPMK295_LT,Alisertib (MLN8237)_0.5,E06,121.468,HI,3.158,0.5,No hit,Cell Cycle,AUKA,AUK,Cell-cycle progression
Alisertib (MLN8237),448,D03,yPDB516_LT1,Alisertib (MLN8237)_5,B06,14.771,LC,-3.084,5,Hit,Cell Cycle,AUKA,AUK,Cell-cycle progression
Alisertib (MLN8237),449,D03,yPJF520_LT1,Alisertib (MLN8237)_5,B06,32.035,LC,-1.927,5,Hit,Cell Cycle,AUKA,AUK,Cell-cycle progression
Alisertib (MLN8237),557,D03,yPJF520_LT1,Alisertib (MLN8237)_0.5,E06,196.32,HI,2.768,0.5,No hit,Cell Cycle,AUKA,AUK,Cell-cycle progression
Alisertib (MLN8237),556,D03,yPDB516_LT1,Alisertib (MLN8237)_0.5,E06,86.13,CV1,-0.407,0.5,No hit,Cell Cycle,AUKA,AUK,Cell-cycle progression
Alisertib (MLN8237),450,D03,yPMK295_LT,Alisertib (MLN8237)_5,B06,84.18,CV1,-1.806,5,No hit,Cell Cycle,AUKA,AUK,Cell-cycle progression
AMG-900,1610,D08,yPJF520_LT1,AMG-900_5,D09,21.379,LC,-7.044,5,Hit,Cell Cycle,PanAUK,AUK,Cell-cycle progression
AMG-900,1609,D08,yPDB516_LT1,AMG-900_5,D09,95.148,CV1,-0.577,5,No hit,Cell Cycle,PanAUK,AUK,Cell-cycle progression
AMG-900,1611,D08,yPMK295_LT,AMG-900_5,D09,76.453,CV2,-3.434,5,No hit,Cell Cycle,PanAUK,AUK,Cell-cycle progression
AMG-900,1717,D08,yPDB516_LT1,AMG-900_0.5,G09,83.52,CV1,-1.81,0.5,No hit,Cell Cycle,PanAUK,AUK,Cell-cycle progression
AMG-900,1718,D08,yPJF520_LT1,AMG-900_0.5,G09,42.633,LC,-5.112,0.5,Hit,Cell Cycle,PanAUK,AUK,Cell-cycle progression
AMG-900,1719,D08,yPMK295_LT,AMG-900_0.5,G09,85.387,CV1,-2.122,0.5,No hit,Cell Cycle,PanAUK,AUK,Cell-cycle progression
Aurora A Inhibitor I,857,D04,yPJF520_LT1,Aurora A Inhibitor I_0.5,G10,85.178,CV1,0.085,0.5,No hit,Cell Cycle,AUKA,AUK,Cell-cycle progression
Aurora A Inhibitor I,748,D04,yPDB516_LT1,Aurora A Inhibitor I_5,D10,47.657,LC,-3.949,5,Hit,Cell Cycle,AUKA,AUK,Cell-cycle progression
Aurora A Inhibitor I,749,D04,yPJF520_LT1,Aurora A Inhibitor I_5,D10,0.847,LC,-1.832,5,Hit,Cell Cycle,AUKA,AUK,Cell-cycle progression
Aurora A Inhibitor I,750,D04,yPMK295_LT,Aurora A Inhibitor I_5,D10,33.169,LC,-8.513,5,Hit,Cell Cycle,AUKA,AUK,Cell-cycle progression
Aurora A Inhibitor I,856,D04,yPDB516_LT1,Aurora A Inhibitor I_0.5,G10,122.061,HI,1.071,0.5,No hit,Cell Cycle,AUKA,AUK,Cell-cycle progression
Aurora A Inhibitor I,858,D04,yPMK295_LT,Aurora A Inhibitor I_0.5,G10,104.629,CV1,0.673,0.5,No hit,Cell Cycle,AUKA,AUK,Cell-cycle progression
Barasertib (AZD1152-HQPA),523,D03,yPDB516_LT1,Barasertib (AZD1152-HQPA)_5,D07,16.562,LC,-3.016,5,Hit,Cell Cycle,AUKB,AUK,Cell-cycle progression
Barasertib (AZD1152-HQPA),633,D03,yPMK295_LT,Barasertib (AZD1152-HQPA)_0.5,G07,99.083,CV1,0.178,0.5,No hit,Cell Cycle,AUKB,AUK,Cell-cycle progression
Barasertib (AZD1152-HQPA),631,D03,yPDB516_LT1,Barasertib (AZD1152-HQPA)_0.5,G07,109.202,CV1,0.459,0.5,No hit,Cell Cycle,AUKB,AUK,Cell-cycle progression
Barasertib (AZD1152-HQPA),632,D03,yPJF520_LT1,Barasertib (AZD1152-HQPA)_0.5,G07,49.199,LC,-1.436,0.5,Hit,Cell Cycle,AUKB,AUK,Cell-cycle progression
Barasertib (AZD1152-HQPA),525,D03,yPMK295_LT,Barasertib (AZD1152-HQPA)_5,D07,73.455,CV2,-3.233,5,No hit,Cell Cycle,AUKB,AUK,Cell-cycle progression
Barasertib (AZD1152-HQPA),524,D03,yPJF520_LT1,Barasertib (AZD1152-HQPA)_5,D07,55.269,CV2,-1.263,5,No hit,Cell Cycle,AUKB,AUK,Cell-cycle progression
Hesperadin,1029,D05,yPMK295_LT,Hesperadin_0.5,F07,105.922,CV1,0.086,0.5,No hit,Cell Cycle,AUKB,AUK,Cell-cycle progression
Hesperadin,921,D05,yPMK295_LT,Hesperadin_5,C07,33.85,LC,-3.534,5,Hit,Cell Cycle,AUKB,AUK,Cell-cycle progression
Hesperadin,1027,D05,yPDB516_LT1,Hesperadin_0.5,F07,79.783,CV2,-1.46,0.5,No hit,Cell Cycle,AUKB,AUK,Cell-cycle progression
Hesperadin,919,D05,yPDB516_LT1,Hesperadin_5,C07,28.787,LC,-4.867,5,Hit,Cell Cycle,AUKB,AUK,Cell-cycle progression
Hesperadin,1028,D05,yPJF520_LT1,Hesperadin_0.5,F07,64.308,CV2,-1.247,0.5,No hit,Cell Cycle,AUKB,AUK,Cell-cycle progression
Hesperadin,920,D05,yPJF520_LT1,Hesperadin_5,C07,28.651,LC,-2.65,5,Hit,Cell Cycle,AUKB,AUK,Cell-cycle progression
MK-5108 (VX-689),1859,D09,yPJF520_LT1,MK-5108 (VX-689)_0.5,E08,97.473,CV1,-0.014,0.5,No hit,Cell Cycle,AUKA,AUK,Cell-cycle progression
MK-5108 (VX-689),1860,D09,yPMK295_LT,MK-5108 (VX-689)_0.5,E08,96.032,CV1,-0.53,0.5,No hit,Cell Cycle,AUKA,AUK,Cell-cycle progression
MK-5108 (VX-689),1752,D09,yPMK295_LT,MK-5108 (VX-689)_5,B08,82.962,CV1,-2.389,5,No hit,Cell Cycle,AUKA,AUK,Cell-cycle progression
MK-5108 (VX-689),1750,D09,yPDB516_LT1,MK-5108 (VX-689)_5,B08,48.867,LC,-4.29,5,Hit,Cell Cycle,AUKA,AUK,Cell-cycle progression
MK-5108 (VX-689),1751,D09,yPJF520_LT1,MK-5108 (VX-689)_5,B08,23.049,LC,-2.394,5,Hit,Cell Cycle,AUKA,AUK,Cell-cycle progression
MK-5108 (VX-689),1858,D09,yPDB516_LT1,MK-5108 (VX-689)_0.5,E08,90.964,CV1,-0.748,0.5,No hit,Cell Cycle,AUKA,AUK,Cell-cycle progression
MK-8745,2192,D11,yPJF520_LT1,MK-8745_5,B11,27.857,LC,-4.924,5,Hit,Cell Cycle,AUKA,AUK,Cell-cycle progression
MK-8745,2299,D11,yPDB516_LT1,MK-8745_0.5,E11,79.62,CV2,-2.059,0.5,No hit,Cell Cycle,AUKA,AUK,Cell-cycle progression
MK-8745,2191,D11,yPDB516_LT1,MK-8745_5,B11,69.516,CV2,-3.122,5,No hit,Cell Cycle,AUKA,AUK,Cell-cycle progression
MK-8745,2301,D11,yPMK295_LT,MK-8745_0.5,E11,93.103,CV1,-0.957,0.5,No hit,Cell Cycle,AUKA,AUK,Cell-cycle progression
MK-8745,2300,D11,yPJF520_LT1,MK-8745_0.5,E11,80.698,CV1,-1.138,0.5,No hit,Cell Cycle,AUKA,AUK,Cell-cycle progression
MK-8745,2193,D11,yPMK295_LT,MK-8745_5,B11,75.828,CV2,-3.518,5,No hit,Cell Cycle,AUKA,AUK,Cell-cycle progression
MLN8054,423,D02,yPMK295_LT,MLN8054_0.5,G09,97.02,CV1,-0.134,0.5,No hit,Cell Cycle,AUKA,AUK,Cell-cycle progression
MLN8054,314,D02,yPJF520_LT1,MLN8054_5,D09,50.329,CV2,-1.568,5,No hit,Cell Cycle,AUKA,AUK,Cell-cycle progression
MLN8054,315,D02,yPMK295_LT,MLN8054_5,D09,82.783,CV1,-1.515,5,No hit,Cell Cycle,AUKA,AUK,Cell-cycle progression
MLN8054,422,D02,yPJF520_LT1,MLN8054_0.5,G09,47.435,LC,-1.649,0.5,Hit,Cell Cycle,AUKA,AUK,Cell-cycle progression
MLN8054,313,D02,yPDB516_LT1,MLN8054_5,D09,33.645,LC,-7.173,5,Hit,Cell Cycle,AUKA,AUK,Cell-cycle progression
MLN8054,421,D02,yPDB516_LT1,MLN8054_0.5,G09,101.253,CV1,0.277,0.5,No hit,Cell Cycle,AUKA,AUK,Cell-cycle progression
PHA-680632,789,D04,yPMK295_LT,PHA-680632_0.5,E11,113.267,CV1,1.784,0.5,No hit,Cell Cycle,PanAUK,AUK,Cell-cycle progression
PHA-680632,788,D04,yPJF520_LT1,PHA-680632_0.5,E11,65.676,CV2,-0.359,0.5,No hit,Cell Cycle,PanAUK,AUK,Cell-cycle progression
PHA-680632,787,D04,yPDB516_LT1,PHA-680632_0.5,E11,141.947,HI,2.413,0.5,No hit,Cell Cycle,PanAUK,AUK,Cell-cycle progression
PHA-680632,681,D04,yPMK295_LT,PHA-680632_5,B11,108.623,CV1,1.187,5,No hit,Cell Cycle,PanAUK,AUK,Cell-cycle progression
PHA-680632,679,D04,yPDB516_LT1,PHA-680632_5,B11,31.581,LC,-5.033,5,Hit,Cell Cycle,PanAUK,AUK,Cell-cycle progression
PHA-680632,680,D04,yPJF520_LT1,PHA-680632_5,B11,27.654,LC,-1.223,5,Hit,Cell Cycle,PanAUK,AUK,Cell-cycle progression
SNS-314 Mesylate,634,D03,yPDB516_LT1,SNS-314 Mesylate_0.5,G08,85.978,CV1,-0.412,0.5,No hit,Cell Cycle,PanAUK,AUK,Cell-cycle progression
SNS-314 Mesylate,526,D03,yPDB516_LT1,SNS-314 Mesylate_5,D08,61.845,CV2,-1.318,5,No hit,Cell Cycle,PanAUK,AUK,Cell-cycle progression
SNS-314 Mesylate,636,D03,yPMK295_LT,SNS-314 Mesylate_0.5,G08,93.221,CV1,-0.602,0.5,No hit,Cell Cycle,PanAUK,AUK,Cell-cycle progression
SNS-314 Mesylate,635,D03,yPJF520_LT1,SNS-314 Mesylate_0.5,G08,63.766,CV2,-1.02,0.5,No hit,Cell Cycle,PanAUK,AUK,Cell-cycle progression
SNS-314 Mesylate,527,D03,yPJF520_LT1,SNS-314 Mesylate_5,D08,43.002,LC,-1.614,5,Hit,Cell Cycle,PanAUK,AUK,Cell-cycle progression
SNS-314 Mesylate,528,D03,yPMK295_LT,SNS-314 Mesylate_5,D08,67.247,CV2,-4.06,5,No hit,Cell Cycle,PanAUK,AUK,Cell-cycle progression
TAK-901,1574,D08,yPJF520_LT1,TAK-901_5,C09,25.352,LC,-6.682,5,Hit,Cell Cycle,PanAUK,AUK,Cell-cycle progression
TAK-901,1681,D08,yPDB516_LT1,TAK-901_0.5,F09,102.898,CV1,0.244,0.5,No hit,Cell Cycle,PanAUK,AUK,Cell-cycle progression
TAK-901,1683,D08,yPMK295_LT,TAK-901_0.5,F09,81.674,CV1,-2.668,0.5,No hit,Cell Cycle,PanAUK,AUK,Cell-cycle progression
TAK-901,1575,D08,yPMK295_LT,TAK-901_5,C09,74.601,CV2,-3.706,5,No hit,Cell Cycle,PanAUK,AUK,Cell-cycle progression
TAK-901,1573,D08,yPDB516_LT1,TAK-901_5,C09,9.241,LC,-9.681,5,Hit,Cell Cycle,PanAUK,AUK,Cell-cycle progression
TAK-901,1682,D08,yPJF520_LT1,TAK-901_0.5,F09,73.607,CV2,-2.297,0.5,No hit,Cell Cycle,PanAUK,AUK,Cell-cycle progression
Tozasertib (VX-680_ MK-0457),104,D01,yPJF520_LT1,Tozasertib (VX-680_ MK-0457)_5,D11,31.24,LC,-1.075,5,Hit,Cell Cycle,PanAUK,AUK,Cell-cycle progression
Tozasertib (VX-680_ MK-0457),105,D01,yPMK295_LT,Tozasertib (VX-680_ MK-0457)_5,D11,76.374,CV2,-1.038,5,No hit,Cell Cycle,PanAUK,AUK,Cell-cycle progression
Tozasertib (VX-680_ MK-0457),212,D01,yPJF520_LT1,Tozasertib (VX-680_ MK-0457)_0.5,G11,165.816,HI,1.625,0.5,No hit,Cell Cycle,PanAUK,AUK,Cell-cycle progression
Tozasertib (VX-680_ MK-0457),103,D01,yPDB516_LT1,Tozasertib (VX-680_ MK-0457)_5,D11,65.554,CV2,-3.923,5,No hit,Cell Cycle,PanAUK,AUK,Cell-cycle progression
Tozasertib (VX-680_ MK-0457),211,D01,yPDB516_LT1,Tozasertib (VX-680_ MK-0457)_0.5,G11,117.556,CV1,1.115,0.5,No hit,Cell Cycle,PanAUK,AUK,Cell-cycle progression
Tozasertib (VX-680_ MK-0457),213,D01,yPMK295_LT,Tozasertib (VX-680_ MK-0457)_0.5,G11,94.189,CV1,-0.283,0.5,No hit,Cell Cycle,PanAUK,AUK,Cell-cycle progression
ZM 447439,425,D02,yPJF520_LT1,ZM 447439_0.5,G10,149.685,HI,1.205,0.5,No hit,Cell Cycle,PanAUK,AUK,Cell-cycle progression
ZM 447439,424,D02,yPDB516_LT1,ZM 447439_0.5,G10,114.626,CV1,1.751,0.5,No hit,Cell Cycle,PanAUK,AUK,Cell-cycle progression
ZM 447439,426,D02,yPMK295_LT,ZM 447439_0.5,G10,90.365,CV1,-0.779,0.5,No hit,Cell Cycle,PanAUK,AUK,Cell-cycle progression
ZM 447439,317,D02,yPJF520_LT1,ZM 447439_5,D10,77.711,CV2,-0.804,5,No hit,Cell Cycle,PanAUK,AUK,Cell-cycle progression
ZM 447439,318,D02,yPMK295_LT,ZM 447439_5,D10,75.84,CV2,-2.188,5,No hit,Cell Cycle,PanAUK,AUK,Cell-cycle progression
ZM 447439,316,D02,yPDB516_LT1,ZM 447439_5,D10,43.91,LC,-6.042,5,Hit,Cell Cycle,PanAUK,AUK,Cell-cycle progression
KW-2449,1242,D06,yPMK295_LT,KW-2449_0.5,F06,105.988,CV1,0.158,0.5,No hit,Cell Cycle,AUKA,AUK,Cell-cycle progression
KW-2449,1133,D06,yPJF520_LT1,KW-2449_5,C06,33.311,LC,-6.579,5,Hit,Cell Cycle,AUKA,AUK,Cell-cycle progression
KW-2449,1134,D06,yPMK295_LT,KW-2449_5,C06,85.178,CV1,-1.403,5,No hit,Cell Cycle,AUKA,AUK,Cell-cycle progression
KW-2449,1241,D06,yPJF520_LT1,KW-2449_0.5,F06,94.967,CV1,-0.522,0.5,No hit,Cell Cycle,AUKA,AUK,Cell-cycle progression
KW-2449,1132,D06,yPDB516_LT1,KW-2449_5,C06,68.309,CV2,-1.946,5,No hit,Cell Cycle,AUKA,AUK,Cell-cycle progression
KW-2449,1240,D06,yPDB516_LT1,KW-2449_0.5,F06,91.807,CV1,-0.492,0.5,No hit,Cell Cycle,AUKA,AUK,Cell-cycle progression
Danusertib (PHA-739358),439,D03,yPDB516_LT1,Danusertib (PHA-739358)_5,B03,27.182,LC,-2.618,5,Hit,Cell Cycle,PanAUK,AUK,Cell-cycle progression
Danusertib (PHA-739358),548,D03,yPJF520_LT1,Danusertib (PHA-739358)_0.5,E03,112.891,CV1,0.384,0.5,No hit,Cell Cycle,PanAUK,AUK,Cell-cycle progression
Danusertib (PHA-739358),441,D03,yPMK295_LT,Danusertib (PHA-739358)_5,B03,63.994,CV2,-4.492,5,No hit,Cell Cycle,PanAUK,AUK,Cell-cycle progression
Danusertib (PHA-739358),440,D03,yPJF520_LT1,Danusertib (PHA-739358)_5,B03,21.678,LC,-2.223,5,Hit,Cell Cycle,PanAUK,AUK,Cell-cycle progression
Danusertib (PHA-739358),549,D03,yPMK295_LT,Danusertib (PHA-739358)_0.5,E03,106.508,CV1,1.166,0.5,No hit,Cell Cycle,PanAUK,AUK,Cell-cycle progression
Danusertib (PHA-739358),547,D03,yPDB516_LT1,Danusertib (PHA-739358)_0.5,E03,94.857,CV1,-0.079,0.5,No hit,Cell Cycle,PanAUK,AUK,Cell-cycle progression
AT9283,484,D03,yPDB516_LT1,AT9283_5,C06,20.158,LC,-2.882,5,Hit,Cell Cycle,AUKA/B,AUK,Cell-cycle progression
AT9283,486,D03,yPMK295_LT,AT9283_5,C06,23.481,LC,-9.885,5,Hit,Cell Cycle,AUKA/B,AUK,Cell-cycle progression
AT9283,485,D03,yPJF520_LT1,AT9283_5,C06,9.789,LC,-2.563,5,Hit,Cell Cycle,AUKA/B,AUK,Cell-cycle progression
AT9283,593,D03,yPJF520_LT1,AT9283_0.5,F06,154.757,HI,1.58,0.5,No hit,Cell Cycle,AUKA/B,AUK,Cell-cycle progression
AT9283,592,D03,yPDB516_LT1,AT9283_0.5,F06,59.934,CV2,-1.389,0.5,No hit,Cell Cycle,AUKA/B,AUK,Cell-cycle progression
AT9283,594,D03,yPMK295_LT,AT9283_0.5,F06,102.446,CV1,0.626,0.5,No hit,Cell Cycle,AUKA/B,AUK,Cell-cycle progression
JNJ-7706621,665,D04,yPJF520_LT1,JNJ-7706621_5,B06,39.656,LC,-0.95,5,Hit,Cell Cycle,AUKA/B,AUK,Cell-cycle progression
JNJ-7706621,774,D04,yPMK295_LT,JNJ-7706621_0.5,E06,104.286,CV1,0.629,0.5,No hit,Cell Cycle,AUKA/B,AUK,Cell-cycle progression
JNJ-7706621,666,D04,yPMK295_LT,JNJ-7706621_5,B06,89.609,CV1,-1.258,5,No hit,Cell Cycle,AUKA/B,AUK,Cell-cycle progression
JNJ-7706621,773,D04,yPJF520_LT1,JNJ-7706621_0.5,E06,94.855,CV1,0.304,0.5,No hit,Cell Cycle,AUKA/B,AUK,Cell-cycle progression
JNJ-7706621,772,D04,yPDB516_LT1,JNJ-7706621_0.5,E06,104.573,CV1,-0.109,0.5,No hit,Cell Cycle,AUKA/B,AUK,Cell-cycle progression
JNJ-7706621,664,D04,yPDB516_LT1,JNJ-7706621_5,B06,27.88,LC,-5.283,5,Hit,Cell Cycle,AUKA/B,AUK,Cell-cycle progression
ENMD-2076,657,D04,yPMK295_LT,ENMD-2076_5,B03,53.912,CV2,-5.847,5,No hit,Cell Cycle,AUKA,AUK,Cell-cycle progression
ENMD-2076,765,D04,yPMK295_LT,ENMD-2076_0.5,E03,108.14,CV1,1.125,0.5,No hit,Cell Cycle,AUKA,AUK,Cell-cycle progression
ENMD-2076,655,D04,yPDB516_LT1,ENMD-2076_5,B03,45.196,LC,-4.115,5,Hit,Cell Cycle,AUKA,AUK,Cell-cycle progression
ENMD-2076,656,D04,yPJF520_LT1,ENMD-2076_5,B03,17.834,LC,-1.446,5,Hit,Cell Cycle,AUKA,AUK,Cell-cycle progression
ENMD-2076,764,D04,yPJF520_LT1,ENMD-2076_0.5,E03,123.135,HI,0.947,0.5,No hit,Cell Cycle,AUKA,AUK,Cell-cycle progression
ENMD-2076,763,D04,yPDB516_LT1,ENMD-2076_0.5,E03,86.419,CV1,-1.334,0.5,No hit,Cell Cycle,AUKA,AUK,Cell-cycle progression
CYC116,606,D03,yPMK295_LT,CYC116_0.5,F10,114.65,CV1,2.25,0.5,No hit,Cell Cycle,AUKA/B,AUK,Cell-cycle progression
CYC116,605,D03,yPJF520_LT1,CYC116_0.5,F10,121.545,HI,0.631,0.5,No hit,Cell Cycle,AUKA/B,AUK,Cell-cycle progression
